City,Health Center Name,State,address,combinedKey,contact,lat,lon,name
BALDWIN,BALDWIN FAMILY HEALTH CARE,MI,"1615 Michigan Ave, Baldwin, MI 49304, USA","BALDWIN FAMILY HEALTH CARE, BALDWIN, MI",(231) 745-5024,43.9040129,-85.85229,"Family Health Care - Pharmacy - Baldwin, MI"
BANGOR,INTERCARE COMMUNITY HEALTH NETWORK,MI,"308 Charles St, Bangor, MI 49013, USA","INTERCARE COMMUNITY HEALTH NETWORK, BANGOR, MI",(855) 869-6900,42.3128718,-86.1133345,InterCare Community Health Network
BATTLE CREEK,"GRACE HEALTH, INC.",MI,"181 W Emmett St, Battle Creek, MI 49037, USA","GRACE HEALTH, INC., BATTLE CREEK, MI",(269) 965-8866,42.32962620000001,-85.1888378,Grace Health
BRIMLEY,BAY MILLS INDIAN COMMUNITY,MI,"Bay Mills, MI 49715, USA","BAY MILLS INDIAN COMMUNITY, BRIMLEY, MI",,46.4372433,-84.58394009999998,Bay Mills
CARLETON,FAMILY MEDICAL CENTER OF MICHIGAN INC,MI,"130 Medical Center Dr, Carleton, MI 48117, USA","FAMILY MEDICAL CENTER OF MICHIGAN INC, CARLETON, MI",(734) 654-2169,42.0563183,-83.3793107,Family Medical Center
CASSOPOLIS,LAKELAND IMMEDIATE CARE CENTER,MI,"261 M-62, Cassopolis, MI 49031, USA","LAKELAND IMMEDIATE CARE CENTER, CASSOPOLIS, MI",(269) 445-3874,41.91964,-86.01530240000002,Cassopolis Family Clinic Network
CENTREVILLE,"COVERED BRIDGE HEALTHCARE OF ST. JOSEPH COUNTY, INC.",MI,"658 E Main St, Centreville, MI 49032, USA","COVERED BRIDGE HEALTHCARE OF ST. JOSEPH COUNTY, INC., CENTREVILLE, MI",(269) 467-3228,41.92277,-85.51400840000002,Covered Bridge Healthcare
DETROIT,"COMMUNITY HEALTH AND SOCIAL SERVICES CENTER, INC.",MI,"5635 W Fort St, Detroit, MI 48209, USA","COMMUNITY HEALTH AND SOCIAL SERVICES CENTER, INC., DETROIT, MI",(313) 849-3920,42.3090658,-83.096796,CHASS Center
DETROIT,"COVENANT COMMUNITY CARE, INC.",MI,"559 W Grand Blvd, Detroit, MI 48216, USA","COVENANT COMMUNITY CARE, INC., DETROIT, MI",(313) 554-0485,42.324429,-83.0908412,"Covenant Community Care, Inc"
DETROIT,"DETROIT CENTRAL CITY COMMUNITY MENTAL HEALTH, INCORPORATED",MI,"10 Peterboro St, Detroit, MI 48201, USA","DETROIT CENTRAL CITY COMMUNITY MENTAL HEALTH, INCORPORATED, DETROIT, MI",(313) 831-3160,42.3453494,-83.0569411,Detroit Central City Community Mental Health
DETROIT,DETROIT COMMUNITY HEALTH CONNECTION,MI,"13901 E Jefferson Ave, Detroit, MI 48215, USA","DETROIT COMMUNITY HEALTH CONNECTION, DETROIT, MI",(313) 822-0900,42.3715577,-82.9481766,Detroit Community Health Connection
DETROIT,DETROIT HEALTH CARE FOR THE HOMELESS,MI,"15400 W McNichols Rd, Detroit, MI 48235, USA","DETROIT HEALTH CARE FOR THE HOMELESS, DETROIT, MI",(313) 416-6262,42.416246,-83.19852009999998,Advantage Health Centers
DETROIT,"WELLNESS PLAN, THE",MI,"2888 W Grand Blvd, Detroit, MI 48202, USA","WELLNESS PLAN, THE, DETROIT, MI",(313) 875-4200,42.3668128,-83.080961,The Wellness Plan Medical Centers - Gateway Medical Center
FLINT,GENESEE HEALTH SYSTEM,MI,"420 W 5th Ave, Flint, MI 48503, USA","GENESEE HEALTH SYSTEM, FLINT, MI",(810) 257-3705,43.0213741,-83.70068640000002,Genesee Health System
FLINT,"HAMILTON COMMUNITY HEALTH NETWORK, INC.",MI,"2900 Saginaw St, Flint, MI 48505, USA","HAMILTON COMMUNITY HEALTH NETWORK, INC., FLINT, MI",(810) 406-4246,43.0420316,-83.6923842,Hamilton Community Health Network Main Clinic
GRAND RAPIDS,"CHERRY STREET SERVICES, INC.",MI,"550 Cherry St SE, Grand Rapids, MI 49503, USA","CHERRY STREET SERVICES, INC., GRAND RAPIDS, MI",(616) 235-7272,42.9591174,-85.65462149999998,Cherry Street Health Services: Peterson Joanne H MD
GWINN,UPPER GREAT LAKES FAMILY HEALTH CENTER,MI,"135 M-35, Gwinn, MI 49841, USA","UPPER GREAT LAKES FAMILY HEALTH CENTER, GWINN, MI",(906) 346-9275,46.2755661,-87.42212669999998,Upper Great Lakes Gwinn Family Health Center
HILLMAN,"THUNDER BAY COMMUNITY HEALTH SERVICE, INCORPORATED",MI,"15774 State St, Hillman, MI 49746, USA","THUNDER BAY COMMUNITY HEALTH SERVICE, INCORPORATED, HILLMAN, MI",(989) 742-4583,45.070034,-83.9017181,"Thunder Bay Community Health Service, Inc."
INKSTER,WESTERN WAYNE FAMILY HEALTH CENTERS,MI,"2700 Hamlin Blvd, Inkster, MI 48141, USA","WESTERN WAYNE FAMILY HEALTH CENTERS, INKSTER, MI",(313) 561-5100,42.291375,-83.3116373,Western Wayne Family Health Centers
KALAMAZOO,FAMILY HEALTH CENTER INC.,MI,"117 W Paterson St, Kalamazoo, MI 49007, USA","FAMILY HEALTH CENTER INC., KALAMAZOO, MI",(269) 349-2641,42.3029365,-85.5846143,Family Health Center - Paterson
LANSING,"INGHAM, COUNTY OF",MI,"Lansing, MI, USA","INGHAM, COUNTY OF, LANSING, MI",,42.732535,-84.55553470000002,Lansing
LINCOLN,"ALCONA CITIZENS FOR HEALTH, INC.",MI,"177 N Barlow Rd, Lincoln, MI 48742, USA","ALCONA CITIZENS FOR HEALTH, INC., LINCOLN, MI",(989) 736-8157,44.661088,-83.4037247,Alcona Health Center
MUSKEGON,HACKLEY COMMUNITY CARE CENTER INC,MI,"1675 Leahy St #103, Muskegon, MI 49442, USA","HACKLEY COMMUNITY CARE CENTER INC, MUSKEGON, MI",(231) 733-6800,43.2214973,-86.24111440000001,Hackley Community Care
PONTIAC,OAKLAND INTEGRATED HEALTHCARE NETWORK,MI,"1701 Baldwin Ave, Pontiac, MI 48340, USA","OAKLAND INTEGRATED HEALTHCARE NETWORK, PONTIAC, MI",(248) 724-7600,42.682693,-83.30229109999998,OIHN - Baldwin Health Center
SAGINAW,GREAT LAKES BAY HEALTH CENTERS,MI,"3023 Davenport Ave, Saginaw, MI 48602, USA","GREAT LAKES BAY HEALTH CENTERS, SAGINAW, MI",(989) 907-2761,43.4377015,-83.9817304,Great Lakes Bay Health Centers
MINNEAPOLIS,CEDAR-RIVERSIDE PEOPLES CENTER,MN,"425 20th Ave S, Minneapolis, MN 55454, USA","CEDAR-RIVERSIDE PEOPLES CENTER, MINNEAPOLIS, MN",(612) 332-4973,44.9690685,-93.2439015,People's Center Clinics and Services
MINNEAPOLIS,HENNEPIN COUNTY COMMUNITY HEALTH DEPARTMENT,MN,"525 Portland Ave, Minneapolis, MN 55415, USA","HENNEPIN COUNTY COMMUNITY HEALTH DEPARTMENT, MINNEAPOLIS, MN",(612) 348-3925,44.9744585,-93.262956,Hennepin County Public Health
MINNEAPOLIS,"HENNEPIN COUNTY, DEPARTMENT OF PRIMARY CARE",MN,"525 Portland Ave, Minneapolis, MN 55415, USA","HENNEPIN COUNTY, DEPARTMENT OF PRIMARY CARE, MINNEAPOLIS, MN",(612) 348-3925,44.9744585,-93.262956,Hennepin County Public Health
MINNEAPOLIS,INDIAN HEALTH BOARD OF MINNEAPOLIS INC,MN,"1315 E 24th St, Minneapolis, MN 55404, USA","INDIAN HEALTH BOARD OF MINNEAPOLIS INC, MINNEAPOLIS, MN",(612) 721-9800,44.9589534,-93.2553313,Indian Health Board Medical & Dental Center
MINNEAPOLIS,NATIVE AMERICAN COMMUNITY CLINIC,MN,"1213 E Franklin Ave, Minneapolis, MN 55404, USA","NATIVE AMERICAN COMMUNITY CLINIC, MINNEAPOLIS, MN",(612) 872-8086,44.9621013,-93.2568843,Native American Community Clinic
MINNEAPOLIS,NEIGHBORHOOD HEALTHSOURCE,MN,"2301 Central Ave NE, Minneapolis, MN 55418, USA","NEIGHBORHOOD HEALTHSOURCE, MINNEAPOLIS, MN",(612) 588-9411,45.01102720000001,-93.2470708,Central Clinic - Neighborhood HealthSource
MINNEAPOLIS,REGENTS OF THE UNIVERSITY OF MINNESOTA,MN,"600 McNamara Alumni Center S.E., 200 SE Oak St, Minneapolis, MN 55455, USA","REGENTS OF THE UNIVERSITY OF MINNESOTA, MINNEAPOLIS, MN",(612) 625-6300,44.9753198,-93.2279939,Regents of the University of Mn
MINNEAPOLIS,"SOUTHSIDE COMMUNITY HEALTH SERVICES, INC.",MN,"324 E 35th St, Minneapolis, MN 55408, USA","SOUTHSIDE COMMUNITY HEALTH SERVICES, INC., MINNEAPOLIS, MN",(612) 827-7181,44.9401838,-93.2717639,Southside Community Health Services
MOORHEAD,COMMUNITY HEALTH SERVICE INC.,MN,"810 4th Ave S #101, Moorhead, MN 56560, USA","COMMUNITY HEALTH SERVICE INC., MOORHEAD, MN",(218) 236-6502,46.8712238,-96.7671452,"Community Health Service, Inc."
SAINT PAUL,"OPEN CITIES HEALTH CENTER, INC.",MN,"409 N Dunlap St, St Paul, MN 55104, USA","OPEN CITIES HEALTH CENTER, INC., SAINT PAUL, MN",(651) 290-9200,44.9533209,-93.1495692,Open Cities Health Center
SAINT PAUL,"WEST SIDE COMMUNITY HEALTH SERVICES, INC.",MN,"153 Cesar Chavez St, St Paul, MN 55107, USA","WEST SIDE COMMUNITY HEALTH SERVICES, INC., SAINT PAUL, MN",(651) 602-7500,44.9301586,-93.0780312,West Side Community Health Services
ASHLAND,"NORTH MISSISSIPPI PRIMARY HEALTH CARE, INC.",MS,"15921 Boundary Dr, Ashland, MS 38603, USA","NORTH MISSISSIPPI PRIMARY HEALTH CARE, INC., ASHLAND, MS",(662) 224-8951,34.8292955,-89.19017159999999,Benton Medical Center
BILOXI,"COASTAL FAMILY HEALTH CENTER, INC.",MS,"715A Division St, Biloxi, MS 39530, USA","COASTAL FAMILY HEALTH CENTER, INC., BILOXI, MS",(228) 374-2494,30.4029201,-88.88628220000004,Coastal Family Health Center Biloxi
CANTON,"G.A. CARMICHAEL FAMILY HEALTH CENTER, INC.",MS,"1668 W Peace St, Canton, MS 39046, USA","G.A. CARMICHAEL FAMILY HEALTH CENTER, INC., CANTON, MS",(601) 859-5213,32.6117044,-90.0528202,G.A. Carmichael Family Health Center
CLARKSDALE,"AARON E. HENRY COMMUNITY HEALTH SERVICES CENTER, INC.",MS,"510 MS-322, Clarksdale, MS 38614, USA","AARON E. HENRY COMMUNITY HEALTH SERVICES CENTER, INC., CLARKSDALE, MS",(662) 624-4292,34.1899439,-90.5952465,"Aaron E Henry Community Health Services Center, Inc."
FAYETTE,JEFFERSON COMPREHENSIVE HEALTH CENTER INC,MS,"1188, 998 Main St, Fayette, MS 39069, USA","JEFFERSON COMPREHENSIVE HEALTH CENTER INC, FAYETTE, MS",(601) 786-3475,31.704439500000003,-91.0762527,Jefferson Comprehensive Center
HATTIESBURG,"SOUTHEAST MISSISSIPPI RURAL HEALTH INITIATIVE, INC.",MS,"5488 US 49, Hattiesburg, MS 39401, USA","SOUTHEAST MISSISSIPPI RURAL HEALTH INITIATIVE, INC., HATTIESBURG, MS",(601) 545-8700,31.28709820000001,-89.29853929999999,Southeast Mississippi Rural Health Initiative Administrative Services
JACKSON,"CENTRAL MISSISSIPPI CIVIC IMPROVEMENT ASSOCIATION, INC.",MS,"3502 W Northside Dr, Jackson, MS 39213, USA","CENTRAL MISSISSIPPI CIVIC IMPROVEMENT ASSOCIATION, INC., JACKSON, MS",(601) 362-5321 ext. 223,32.3569138,-90.2344763,"Central MS Civic Improvement Association, Inc."
JACKSON,"CENTRAL MISSISSIPPI HEALTH SERVICES, INC.",MS,"1134 Winter St, Jackson, MS 39204, USA","CENTRAL MISSISSIPPI HEALTH SERVICES, INC., JACKSON, MS",(601) 948-5572,32.291066,-90.2049952,"Central Mississippi Health Services, Inc."
LAUREL,"FAMILY HEALTH CENTER, INC.",MS,"103 S 12th Ave, Laurel, MS 39440, USA","FAMILY HEALTH CENTER, INC., LAUREL, MS",(601) 399-1970,31.6892535,-89.14109920000001,"Family Health Center, Inc"
LEXINGTON,"DR. ARENIA C. MALLORY COMMUNITY HEALTH CENTER, INC.",MS,"17280 MS-17, Lexington, MS 39095, USA","DR. ARENIA C. MALLORY COMMUNITY HEALTH CENTER, INC., LEXINGTON, MS",(662) 834-1857,33.103461800000005,-90.05317480000002,Mallory Community Health Center
LIBERTY,"AMITE COUNTY MEDICAL SERVICES, INC.",MS,"102 W Freedom Dr, Liberty, MS 39645, USA","AMITE COUNTY MEDICAL SERVICES, INC., LIBERTY, MS",(601) 657-8091,31.1633432,-90.7956023,Amite County Medical Svcs Inc
MERIDIAN,"GREATER MERIDIAN HEALTH CLINIC, INC",MS,"2701 Davis St, Meridian, MS 39301, USA","GREATER MERIDIAN HEALTH CLINIC, INC, MERIDIAN, MS",(601) 693-0118,32.36227589999999,-88.70491949999996,"Greater Meridian Health Clinic, Inc."
MOUND BAYOU,"DELTA HEALTH CENTER, INC.",MS,"702 Martin Luther King Road, Mound Bayou, MS 38762, USA","DELTA HEALTH CENTER, INC., MOUND BAYOU, MS",(662) 741-8800,33.8801619,-90.7375185,"Delta Health Center, Inc."
AVA,"DOUGLAS COUNTY PUBLIC HEALTH SERVICES GROUP, INC.",MO,"504 NW 10th Ave, Ava, MO 65608, USA","DOUGLAS COUNTY PUBLIC HEALTH SERVICES GROUP, INC., AVA, MO",(417) 683-4831,36.959448,-92.6686124,Douglas County Public Health Services
CLINTON,"COMPASS HEALTH, INC.",MO,"1800 Community Dr, Clinton, MO 64735, USA","COMPASS HEALTH, INC., CLINTON, MO",(844) 853-8937,38.3926079,-93.768581,Compass Health Network
ELLINGTON,"BIG SPRINGS MEDICAL ASSOCIATION, INC",MO,"110 South 2nd Street, Ellington, MO 63638, USA","BIG SPRINGS MEDICAL ASSOCIATION, INC, ELLINGTON, MO",(573) 663-2313,37.2414392,-90.9684141,Missouri Highlands Health Care
FESTUS,COMMUNITY TREATMENT INCORPORATED,MO,"110 N Mill St, Festus, MO 63028, USA","COMMUNITY TREATMENT INCORPORATED, FESTUS, MO",(636) 931-2700,38.2206807,-90.3927301,COMTREA Festus
HERMITAGE,OZARKS RESOURCE GROUP,MO,"18614 Jackson St, Hermitage, MO 65668, USA","OZARKS RESOURCE GROUP, HERMITAGE, MO",(417) 745-2121,37.9417527,-93.3156071,Ozarks Community Health Center
KANSAS CITY,HOPE FAMILY CARE CENTER,MO,"3027 Prospect Ave, Kansas City, MO 64128, USA","HOPE FAMILY CARE CENTER, KANSAS CITY, MO",(816) 861-6500,39.0705951,-94.5524045,Hope Family Care Center
KANSAS CITY,KANSAS CITY CARE CLINIC,MO,"3515 Broadway Blvd, Kansas City, MO 64111, USA","KANSAS CITY CARE CLINIC, KANSAS CITY, MO",(816) 753-5144,39.0633186,-94.5899393,KC CARE Health Center - Midtown
KANSAS CITY,"SAMUEL U RODGERS HEALTH CENTER, INC.",MO,"825 Euclid Ave, Kansas City, MO 64124, USA","SAMUEL U RODGERS HEALTH CENTER, INC., KANSAS CITY, MO",(816) 474-4920,39.1041008,-94.5575534,Samuel U. Rodgers Health Center
KANSAS CITY,SWOPE HEALTH SERVICES,MO,"Office Building, 8800 Blue Ridge Blvd 2nd Fl, Kansas City, MO 64138, USA","SWOPE HEALTH SERVICES, KANSAS CITY, MO",(816) 321-3201,38.962863,-94.4988903,Swope Health Hickman Mills
KIRKSVILLE,"NORTHEAST MISSOURI HEALTH COUNCIL, INC.",MO,"1416 Crown Dr, Kirksville, MO 63501, USA","NORTHEAST MISSOURI HEALTH COUNCIL, INC., KIRKSVILLE, MO",(660) 627-5757,40.206731,-92.573245,Northeast Missouri Health Council
KIRKSVILLE,"PREFERRED FAMILY HEALTHCARE, INCORPORATED",MO,"900 E La Harpe St, Kirksville, MO 63501, USA","PREFERRED FAMILY HEALTHCARE, INCORPORATED, KIRKSVILLE, MO",(660) 665-1962,40.1781541,-92.5745719,Preferred Family Healthcare - Kirksville
LEXINGTON,HEALTH CARE COALITION OF LAFAYETTE COUNTY,MO,"825 S Missouri 13 Business, Lexington, MO 64067, USA","HEALTH CARE COALITION OF LAFAYETTE COUNTY, LEXINGTON, MO",(660) 259-2440,39.1678535,-93.8789651,Health Care Collaborative of Rural Missouri
LINN,COMMUNITY HEALTH CENTER OF CENTRAL MISSOURI,MO,"1016 E Main St, Linn, MO 65051, USA","COMMUNITY HEALTH CENTER OF CENTRAL MISSOURI, LINN, MO",(573) 897-4946,38.4794464,-91.8423385,Community Health Center
MEXICO,EAST CENTRAL MISSOURI BEHAVIORAL HEALTH SERVICES INC,MO,"508 S Muldrow St, Mexico, MO 65265, USA","EAST CENTRAL MISSOURI BEHAVIORAL HEALTH SERVICES INC, MEXICO, MO",(573) 581-1196,39.1685236,-91.8882332,East Central Mo Behavioral
NEW MADRID,SOUTHEAST MISSOURI HEALTH NETWORK,MO,"421 Semo Dr, New Madrid, MO 63869, USA","SOUTHEAST MISSOURI HEALTH NETWORK, NEW MADRID, MO",(573) 748-2592,36.58668660000001,-89.52510240000002,SEMO Health Network- New Madrid Medical
POTOSI,GREAT MINES HEALTH CENTER,MO,"1 Southtowne Dr, Potosi, MO 63664, USA","GREAT MINES HEALTH CENTER, POTOSI, MO",(573) 438-9355,37.920347,-90.774933,Great Mines Health Center
RICHLAND,RICHLAND MEDICAL CENTER INC,MO,"304 W Washington Ave, Richland, MO 65556, USA","RICHLAND MEDICAL CENTER INC, RICHLAND, MO",(573) 765-2510,37.8596886,-92.4052474,COMC - Central Ozarks Medical Center - Dental
ROLLA,SOUTH CENTRAL MISSOURI COMMUNITY HEALTH CENTER,MO,"1081 E 18th St, Rolla, MO 65401, USA","SOUTH CENTRAL MISSOURI COMMUNITY HEALTH CENTER, ROLLA, MO",(573) 426-4455,37.95974,-91.755745,Your Community Health Center
SAINT JOSEPH,"NORTHWEST HEALTH SERVICES, INC.",MO,"2303 Village Dr, St Joseph, MO 64506, USA","NORTHWEST HEALTH SERVICES, INC., SAINT JOSEPH, MO",(816) 232-6818,39.7881706,-94.7988492,Family Medicine Associates (Northwest Health Services)
SAINT LOUIS,AFFINIA HEALTHCARE,MO,"1717 Biddle St, St. Louis, MO 63106, USA","AFFINIA HEALTHCARE, SAINT LOUIS, MO",(314) 898-1700,38.639357,-90.201809,Affinia Healthcare
SAINT LOUIS,BETTY JEAN KERR - PEOPLE'S HEALTH CENTERS,MO,"5701 Delmar Blvd, St. Louis, MO 63112, USA","BETTY JEAN KERR - PEOPLE'S HEALTH CENTERS, SAINT LOUIS, MO",(314) 367-7848,38.6544546,-90.2855889,Betty Jean Kerr People's Health centers
SAINT LOUIS,CARESTL HEALTH,MO,"5471 Dr Martin Luther King Dr, St. Louis, MO 63112, USA","CARESTL HEALTH, SAINT LOUIS, MO",(314) 633-6363,38.668719,-90.2724375,CareSTL Health
SEDALIA,"REGIONAL HEALTH CARE CLINIC, INC.",MO,"601 E 14th St, Sedalia, MO 65301, USA","REGIONAL HEALTH CARE CLINIC, INC., SEDALIA, MO",(660) 826-8833,38.6994909,-93.2212078,Bothwell Regional Health Center
SPRINGFIELD,"ADVOCATES FOR A HEALTHY COMMUNITY, INC.",MO,"618 N Benton Ave, Springfield, MO 65806, USA","ADVOCATES FOR A HEALTHY COMMUNITY, INC., SPRINGFIELD, MO",(417) 831-0150,37.2144441,-93.2872051,Advocates For A Healthy Community
BILLINGS,MONTANA MIGRANT & SEASONAL FARM WORKERS COUNCIL INC,MT,"3318 3rd Ave N, Billings, MT 59101, USA","MONTANA MIGRANT & SEASONAL FARM WORKERS COUNCIL INC, BILLINGS, MT",(406) 248-3149,45.78031890000001,-108.5142111,Montana Migrant Council
GRAND ISLAND,"HEARTLAND HEALTH CENTER, INC.",NE,"3307 W Capital Ave, Grand Island, NE 68803, USA","HEARTLAND HEALTH CENTER, INC., GRAND ISLAND, NE",(308) 382-4297,40.94565720000001,-98.3791898,Heartland Health Center Medical and Behavioral
LINCOLN,BLUESTEM HEALTH,NE,"1021 N 27th St, Lincoln, NE 68503, USA","BLUESTEM HEALTH, LINCOLN, NE",(402) 476-1455,40.823893,-96.682773,Bluestem Health - Main Clinic
OMAHA,"CHARLES DREW HEALTH CENTER, INC.",NE,"2915 Grant St, Omaha, NE 68111, USA","CHARLES DREW HEALTH CENTER, INC., OMAHA, NE",(402) 451-3553,41.2794743,-95.9558177,"Charles Drew Health Center, Inc."
OMAHA,"ONEWORLD COMMUNITY HEALTH CENTERS, INC.",NE,"2207 Georgia Ave, Bellevue, NE 68005, USA","ONEWORLD COMMUNITY HEALTH CENTERS, INC., OMAHA, NE",(402) 502-8855,41.16773920000001,-95.9242594,OneWorld Bellevue
CARSON CITY,"NEVADA HEALTH CENTERS, INC.",NV,"3325 Research Way, Carson City, NV 89706, USA","NEVADA HEALTH CENTERS, INC., CARSON CITY, NV",(800) 787-2568,39.1891851,-119.7499037,"Nevada Health Centers, Inc"
LAS VEGAS,FIRSTMED HEALTH AND WELLNESS CENTER,NV,"400 Shadow Lane, Las Vegas, Suites #104, Las Vegas, NV 89106, USA","FIRSTMED HEALTH AND WELLNESS CENTER, LAS VEGAS, NV",(702) 731-0909,36.1667243,-115.1657384,FirstMed Health and Wellness Center
LAS VEGAS,SILVER STATE HEALTH SERVICES,NV,"2215 Suite C, Renaissance Dr, Las Vegas, NV 89119, USA","SILVER STATE HEALTH SERVICES, LAS VEGAS, NV",(702) 471-0420,36.1013747,-115.1220578,Silver State Health Services
LAS VEGAS,SOUTHERN NEVADA HEALTH DISTRICT,NV,"280 S Decatur Blvd, Las Vegas, NV 89107, USA","SOUTHERN NEVADA HEALTH DISTRICT, LAS VEGAS, NV",(702) 759-1000,36.17081320000001,-115.2093253,Southern Nevada Health District
N LAS VEGAS,HOPE CHRISTIAN HEALTH CENTER CORP,NV,"4357 Corporate Center Dr #450, North Las Vegas, NV 89030, USA","HOPE CHRISTIAN HEALTH CENTER CORP, N LAS VEGAS, NV",(702) 644-4673,36.23957539999999,-115.0991269,Hope Christian Health Center
RENO,COMMUNITY HEALTH ALLIANCE,NV,"2750 Elementary Dr, Reno, NV 89512, USA","COMMUNITY HEALTH ALLIANCE, RENO, NV",(775) 329-6300,39.5417675,-119.7789546,Community Health Alliance
LITTLETON,AMMONOOSUC COMMUNITY HEALTH SERVICES INC,NH,"25 Mt Eustis Rd, Littleton, NH 03561, USA","AMMONOOSUC COMMUNITY HEALTH SERVICES INC, LITTLETON, NH",(603) 444-2464,44.3001445,-71.7693245,Ammonoosuc Community Health: Brodzinski Carey J
MANCHESTER,AMOSKEAG HEALTH,NH,"145 Hollis St, Manchester, NH 03101, USA","AMOSKEAG HEALTH, MANCHESTER, NH",(603) 626-9500,42.9964199,-71.4660688,Amoskeag Health
MANCHESTER,"MANCHESTER, CITY OF",NH,"Manchester St, Manchester, NH, USA","MANCHESTER, CITY OF, MANCHESTER, NH",,42.99020170000001,-71.452993,Manchester Street
NASHUA,"HARBOR HOMES, INC.",NH,"77 Northeastern Blvd, Nashua, NH 03062, USA","HARBOR HOMES, INC., NASHUA, NH",(603) 882-3616,42.7369728,-71.4857254,Harbor Homes Inc
NEWMARKET,"LAMPREY HEALTH CARE, INC.",NH,"207 S Main St, Newmarket, NH 03857, USA","LAMPREY HEALTH CARE, INC., NEWMARKET, NH",(603) 659-3106,43.0746688,-70.94393149999998,Lamprey Health Care
SOMERSWORTH,GREATER SEACOAST COMMUNITY HEALTH,NH,"311 NH-108, Somersworth, NH 03878, USA","GREATER SEACOAST COMMUNITY HEALTH, SOMERSWORTH, NH",(603) 749-2346,43.2582399,-70.90139959999998,Goodwin Community Health
BRIDGETON,"COMMUNITY HEALTH CARE, INC.",NJ,"105 Manheim Ave, Bridgeton, NJ 08302, USA","COMMUNITY HEALTH CARE, INC., BRIDGETON, NJ",(856) 451-4700,39.435388,-75.21834820000002,Community Health Care Inc
CAMDEN,CAMCARE HEALTH CORPORATION,NJ,"817 Federal St, Camden, NJ 08103, USA","CAMCARE HEALTH CORPORATION, CAMDEN, NJ",(856) 583-2400,39.9443455,-75.1156124,CAMcare Health Corporation
CAMDEN,"OSBORN FAMILY HEALTH CENTER, INC., THE",NJ,"1601 Haddon Ave, Camden, NJ 08103, USA","OSBORN FAMILY HEALTH CENTER, INC., THE, CAMDEN, NJ",(856) 757-3700,39.9266963,-75.09566650000002,Osborn Family Health Center
CAMDEN,PROJECT HOPE,NJ,"519-525 West St, Camden, NJ 08103, USA","PROJECT HOPE, CAMDEN, NJ",(856) 968-2320,39.9388788,-75.1224248,"Project H.O.P.E., Inc."
DOVER,ZUFALL HEALTH CENTER INC.,NJ,"18 W Blackwell St, Dover, NJ 07801, USA","ZUFALL HEALTH CENTER INC., DOVER, NJ",(973) 328-3344,40.8838093,-74.5595142,Zufall Health Center - Medical (ZHC)
EGG HBR TWP,ATLANTICARE HEALTH SERVICES INC,NJ,"2500 English Creek Avenue, Bldg. 900 Suite 908, Egg Harbor Township, NJ 08234, USA","ATLANTICARE HEALTH SERVICES INC, EGG HBR TWP, NJ",(609) 407-2380,39.4371942,-74.6046518,AtlantiCare Urgent Care Egg Harbor Township
HAMMONTON,"SOUTHERN JERSEY FAMILY MEDICAL CENTERS, INC.",NJ,"860 S White Horse Pike, Hammonton, NJ 08037, USA","SOUTHERN JERSEY FAMILY MEDICAL CENTERS, INC., HAMMONTON, NJ",(800) 486-0131,39.620125,-74.7750861,Southern Jersey Family Medical Centers
JERSEY CITY,HORIZON HEALTH CENTER INC,NJ,"412 Summit Ave, Jersey City, NJ 07306, USA","HORIZON HEALTH CENTER INC, JERSEY CITY, NJ",(201) 710-2200,40.7294588,-74.06154240000002,Horizon Health Center
JERSEY CITY,METROPOLITAN FAMILY HEALTH NETWORK INC.,NJ,"935 Garfield Ave, Jersey City, NJ 07304, USA","METROPOLITAN FAMILY HEALTH NETWORK INC., JERSEY CITY, NJ",(201) 478-5800,40.711001,-74.0705259,Metropolitan Family Health Network
LAKEWOOD,LAKEWOOD RESOURCE AND REFERRAL CENTER INC.,NJ,"212 2nd St #204, Lakewood, NJ 08701, USA","LAKEWOOD RESOURCE AND REFERRAL CENTER INC., LAKEWOOD, NJ",(732) 942-9292,40.092059000000006,-74.2127563,Lakewood Resource & Referral Center
LAKEWOOD,OCEAN HEALTH INITIATIVES INC.,NJ,"101 2nd St, Lakewood, NJ 08701, USA","OCEAN HEALTH INITIATIVES INC., LAKEWOOD, NJ",(732) 363-6655,40.0926875,-74.21085699999998,"OHI Lakewood Health Center (Ocean Health Initiatives, Inc.)"
LONG BRANCH,MONMOUTH FAMILY HEALTH CENTER,NJ,"270 Broadway, Long Branch, NJ 07740, USA","MONMOUTH FAMILY HEALTH CENTER, LONG BRANCH, NJ",(732) 923-7100,40.3038978,-73.9902189,Monmouth Family Health Center
NEW BRUNSWICK,"RUTGERS, THE STATE UNIVERSITY OF NEW JERSEY",NJ,"New Brunswick, NJ, USA","RUTGERS, THE STATE UNIVERSITY OF NEW JERSEY, NEW BRUNSWICK, NJ",(732) 445-4636,40.5008186,-74.4473991,Rutgers–New Brunswick
NEWARK,"CITY OF NEWARK, NEW JERSEY",NJ,"920 Broad St, Newark, NJ 07102, USA","CITY OF NEWARK, NEW JERSEY, NEWARK, NJ",(973) 733-6400,40.7317066,-74.1738765,City Hall - City of Newark
NEWARK,"NEWARK COMMUNITY HEALTH CENTERS, INC.",NJ,"444 William St, East Orange, NJ 07017, USA","NEWARK COMMUNITY HEALTH CENTERS, INC., NEWARK, NJ",(800) 994-6242,40.76589570000001,-74.2130273,"Newark Community Health Centers, Inc."
