,fid,hospital_name,address,city,zip,placekey,hospital_pk,lat,lon
2261,2261,HEALTHEAST WOODWINDS HOSPITAL,1925 WOODWINDS DRIVE,WOODBURY,55125,222@5s8-c9t-8n5,240213,44.923033546315295,-92.97537597291624
2262,2262,MAYO CLINIC HEALTH SYSTEM - ST JAMES,1101 MOULTON AND PARSONS DRIVE,ST JAMES,56081,222@5pb-xf6-xkf,241333,43.97003675226705,-94.62331505992373
2263,2263,MADELIA COMMUNITY HOSPITAL,121 DREW AVENUE SOUTHEAST,MADELIA,56062,222@5pb-xnj-zj9,241323,44.048506851507284,-94.40895615664978
2264,2264,ST FRANCIS MEDICAL CENTER,2400 ST FRANCIS DRIVE,BRECKENRIDGE,56520,222@5p8-rb3-j5f,241377,46.29142209790882,-96.58780272006462
2265,2265,WINONA HEALTH SERVICES,855 MANKATO AVENUE,WINONA,55987,222@5pb-s5x-6x5,240044,44.03311823580454,-91.62345923081732
2266,2266,CENTRACARE HEALTH - MONTICELLO,1013 HART BOULEVARD,MONTICELLO,55362,222@5p7-fnj-t5f,241362,45.30022318253097,-93.77836582944455
2267,2267,BUFFALO HOSPITAL,303 CATLIN ST,BUFFALO,55313,222@5p7-h7g-2rk,240076,45.19388617162719,-93.87103241471193
2268,2268,SANFORD CANBY MEDICAL CENTER,112 ST OLAF AVENUE SOUTH,CANBY,56220,222@5p7-xb3-2ff,241347,44.70810726438317,-96.27798065153084
2269,2269,AVERA GRANITE FALLS,345 TENTH AVENUE,GRANITE FALLS,56241,228@5p7-vtz-h89,241343,44.80874701884373,-95.54270404161333
2270,2270,MAGNOLIA REGIONAL HEALTH CENTER,611 ALCORN DRIVE,CORINTH,38834,222@5pn-7fg-s3q,250009,34.93649714963348,-88.56034398941932
2271,2271,BAPTIST MEDICAL CENTER-ATTALA,220 HWY 12 WEST,KOSCIUSKO,39090,227@8f5-whn-975,251336,33.06596549516667,-89.58798054355951
2272,2272,BOLIVAR MEDICAL CENTER,901 E SUNFLOWER RD,CLEVELAND,38732,222@8f6-46j-rtv,250093,33.74892529672506,-90.70839616379759
2273,2273,BMH-CALHOUN,140 BURKE-CALHOUN CITY ROAD,CALHOUN CITY,38916,222@8f6-qxw-rzf,251331,33.870961784176366,-89.31845699977683
2274,2274,TRACE REGIONAL HOSPITAL AND SWING BED,1002 EAST MADISON STREET,HOUSTON,38851,222@8f6-9g5-3qz,250017,33.89493514697161,-88.98611958266538
2275,2275,CHOCTAW REGIONAL MEDICAL CENTER,8613 MS HWY 12,ACKERMAN,39735,222@8f5-rgr-hwk,251334,33.319684887742135,-89.18302591068719
2276,2276,CLAIBORNE COUNTY HOSPITAL,123 MCCOMB AVENUE,PORT GIBSON,39150,223@8dx-tqf-rrk,251320,31.946086494513306,-90.98343315682484
2277,2277,H C WATKINS MEMORIAL HOSPITAL INC,605 SOUTH ARCHUSA AVENUE,QUITMAN,39355,222@8f7-kjz-psq,251316,32.030537168122216,-88.72627312171062
2278,2278,NORTH MISSISSIPPI MEDICAL CENTER-WEST POINT,150 MEDICAL CENTER DRIVE,WEST POINT,39773,222@8f6-8gd-8sq,250067,33.61913086801624,-88.66230489508742
2279,2279,NORTHWEST MISSISSIPPI MEDICAL CENTER,1970 HOSPITAL DRIVE,CLARKSDALE,38614,222@8f6-3h5-835,250042,34.19667700382495,-90.55203873373056
2280,2280,COVINGTON COUNTY HOSPITAL CAH,701 SOUTH HOLLY AVENUE,COLLINS,39428,222@8f3-wxm-yn5,251325,31.63764362251936,-89.5548018596815
2281,2281,BAPTIST MEMORIAL HOSPITAL DESOTO,7601 SOUTHCREST PARKWAY,SOUTHAVEN,38671,223@5ps-3nw-wff,250141,34.9692621795499,-89.9968062017464
2282,2282,METHODIST HEALTHCARE - OLIVE BRANCH HOSPITAL,4250 BETHEL ROAD,OLIVE BRANCH,38654,223@8f6-k24-qfz,250167,34.922569856224335,-89.79262751735894
2283,2283,MERIT HEALTH WESLEY,5001 W HARDY ST,HATTIESBURG,39402,223@8f3-xbc-fmk,250094,31.326176369908076,-89.36714384785567
2284,2284,FORREST GENERAL HOSPITAL,6051 US HIGHWAY 49,HATTIESBURG,39404,222@8f3-vwk-d5f,250078,31.318527174992166,-89.32979872405012
2285,2285,FRANKLIN COUNTY MEMORIAL HOSPITAL,40 UNION CHURCH RD,MEADVILLE,39653,222@8dy-2bk-r8v,251330,31.47285178157834,-90.88469993568017
2286,2286,GEORGE REGIONAL HEALTH SYSTEM,859 WINTER STREET,LUCEDALE,39452,222@8f3-n3n-fs5,250036,30.9223238234346,-88.59267107291278
2287,2287,GREENE COUNTY HOSPITAL CAH,1017 JACKSON STREET,LEAKESVILLE,39451,222@8f3-gzd-2p9,251329,31.154398176745662,-88.56349272626392
2288,2288,UNIVERSITY OF MISSISSIPPI MEDICAL CENTER- GRENADA,960 AVENT DRIVE,GRENADA,38901,222@8f5-qgw-ffz,250168,33.76276983480511,-89.81787691286645
2289,2289,OCHSNER MEDICAL CENTER-HANCOCK,149 DRINKWATER BLVD,BAY SAINT LOUIS,39520,222@8f4-tvw-fs5,250162,30.316469544353954,-89.35454653036845
2290,2290,MEMORIAL HOSPITAL AT GULFPORT,4500 13TH STREET,GULFPORT,39502,222@8f4-v5p-xqz,250019,30.367069813701477,-89.11522457132034
2291,2291,SINGING RIVER GULFPORT,15200 COMMUNITY ROAD,GULFPORT,39503,222@8f4-v4j-rp9,250123,30.444437492677668,-89.09306969523301
2292,2292,MERIT HEALTH BILOXI,150 REYNOIR STREET,BILOXI,39530,222@8f4-ws6-45f,250007,30.39621003472041,-88.89019922790658
2293,2293,MERIT HEALTH CENTRAL,1850 CHADWICK DR,JACKSON,39204,222@8f6-yjy-ks5,250072,32.28845156500302,-90.25568182061092
2294,2294,MISSISSIPPI BAPTIST MEDICAL CENTER,1225 N STATE ST,JACKSON,39202,224@8f6-sjb-rff,250102,32.3149341083251,-90.17884332829901
2295,2295,UNIVERSITY OF MISSISSIPPI MED CENTER,2500 N STATE ST,JACKSON,39216,222@8f6-sj4-v4v,250001,32.33070036339276,-90.17105973946951
2296,2296,ST DOMINIC-JACKSON MEMORIAL HOSPITAL,969 LAKELAND DR,JACKSON,39216,222@8f6-sj5-435,250048,32.332660041361436,-90.16542020791366
2297,2297,MISSISSIPPI METHODIST REHAB CTR,1350 E WOODROW WILSON DR,JACKSON,39216,222@8f6-sj5-v9f,250152,32.32860994075993,-90.17247328993056
2298,2298,HOLMES COUNTY HOSPITAL AND CLINICS,239 BOWLING GREEN ROAD,LEXINGTON,39095,222@8f5-tjv-psq,251319,33.11198087606554,-90.03029764707254
2299,2299,SINGING RIVER HEALTH SYSTEM,2809 DENNY AV,PASCAGOULA,39581,223@8f3-kwn-gtv,250040,30.375452935696995,-88.53393911244099
2300,2300,JASPER GENERAL HOSPITAL,15 SOUTH 6TH STREET,BAY SPRINGS,39422,222@8f3-ryg-pjv,250018,31.97705421312813,-89.29199771633999
2301,2301,JEFFERSON COUNTY HOSPITAL,870 S MAIN / PO BOX 577,FAYETTE,39069,23w@8dx-v8x-mp9,250060,31.694725533327883,-91.0668505228406
2302,2302,JEFFERSON DAVIS COMMUNITY HOSPITAL CAH,1102 ROSE STREET,PRENTISS,39474,222@8dx-ntk-d7q,251326,31.59431636921705,-89.87293440894642
2303,2303,SOUTH CENTRAL REG MED CTR,1220 JEFFERSON ST BOX 607,LAUREL,39440,223@8f3-sbs-n5z,250058,31.685114675699168,-89.14149518425118
2304,2304,JOHN C STENNIS MEMORIAL HOSPITAL,14365 HIGHWAY 16 WEST,DE KALB,39328,222@8f7-gn2-9xq,251335,32.77800792087432,-88.67922063341018
2305,2305,BAPTIST MEMORIAL HOSPITAL NORTH MS,1100 BELK BLVD,OXFORD,38655,223@8f6-hmh-nh5,250034,34.348259146888125,-89.52028190790112
2306,2306,ANDERSON RMC SOUTH,1102 CONSTITUTION AVENUE,MERIDIAN,39301,227@8f7-csp-swk,250081,32.36679306527422,-88.69888961843363
2307,2307,THE SPECIALITY HOSPITAL OF MERIDIAN,1314 19TH AVENUE,MERIDIAN,39301,225@8f7-csp-q9f,252004,32.369941891628756,-88.69814543339811
2308,2308,RUSH FOUNDATION HOSPITAL,1314 19TH AVE,MERIDIAN,39301,225@8f7-csp-q9f,250069,32.369941891628756,-88.69814543339811
2309,2309,ALLIANCE HEALTH CENTER,5000 HIGHWAY 39 NORTH,MERIDIAN,39301,222@8f7-cqw-f75,250151,32.409360677937286,-88.6780591026961
2310,2310,ANDERSON REGIONAL MEDICAL CTR,2124 14 ST,MERIDIAN,39301,222@8f7-csp-y5f,250104,32.3732100126585,-88.70018074332911
2311,2311,LAWRENCE COUNTY HOSPITAL CAH,1065 EAST BROAD ST / PO BOX 788,MONTICELLO,39654,22y@8dx-p6n-wkz,251305,31.494760864450352,-90.24429738512873
2312,2312,BAPTIST MEDICAL CENTER-LEAKE,1100 HIGHWAY 16 EAST,CARTHAGE,39051,222@8f5-wnc-f2k,251315,32.73942114526419,-89.5166240725699
2313,2313,NORTH MISSISSIPPI MEDICAL CENTER,830 S GLOSTER STREET,TUPELO,38801,223@5pn-4c5-5fz,250004,34.240659549200146,-88.71304574310734
2314,2314,GREENWOOD LEFLORE HOSPITAL,1401 RIVER RD ,GREENWOOD,38935,222@8f5-vh7-x3q,250099,33.518392349465145,-90.20033957491505
2315,2315,KING'S DAUGHTERS MEDICAL CENTER-BROOKHAVEN,P O BOX 948/427 HIGHWAY 51 NORTH,BROOKHAVEN,39601,223@8dx-m3k-wrk,250057,31.58819109005989,-90.45719334369053
2316,2316,BAPTIST MEMORIAL HOSPITAL GOLDEN TRIANGLE INC,2520 5TH STREET N,COLUMBUS,39701,222@8f6-8k6-nqz,250100,33.5253410472161,-88.42662349960314
2317,2317,MERIT HEALTH MADISON,161 RIVER OAKS DRIVE,CANTON,39046,222@8f6-tpm-9mk,250038,32.580590191850796,-90.08227213538648
2318,2318,MARION GENERAL HOSPITAL,1560 SUMRALL RD,COLUMBIA,39429,222@8dx-n27-7kf,250085,31.25549253699434,-89.80573236116912
2319,2319,ALLIANCE HEALTHCARE SYSTEM,1430 HIGHWAY 4 EAST / P O BOX 6000,HOLLY SPRINGS,38635,222@8f6-mqd-rx5,250012,34.78674726785323,-89.41706804391521
2320,2320,MONROE REGIONAL HOSPITAL,400 SOUTH CHESTNUT STREET,ABERDEEN,39730,222@8f6-86q-w49,251302,33.82064382783351,-88.54006742815274
2321,2321,NORTH MISSISSIPPI MEDICAL CENTER-GILMORE AMORY,1105 EARL FRYE BLVD,AMORY,38821,222@8f6-cd8-4n5,250025,33.97735594334528,-88.47677036809495
2322,2322,TYLER HOLMES MEMORIAL HOSPITAL CAH,409 TYLER HOLMES DRIVE,WINONA,38967,222@8f5-pm7-2hq,251312,33.48956044723526,-89.73781463254892
2323,2323,NESHOBA COUNTY GENERAL HOSPITAL,1001 HOLLAND AVENUE,PHILADELPHIA,39350,222@8f7-dgd-mrk,250043,32.75615802777717,-89.1073809242008
2324,2324,LAIRD HOSPITAL INC,25117 HIGHWAY 15,UNION,39365,222@8f7-j4z-gkz,251322,32.57567973863849,-89.10393202695212
2325,2325,NOXUBEE GENERAL CRITICAL ACCESS HOSP,78 HOSPITAL ROAD,MACON,39341,222@8f6-gbr-sqz,251307,33.12241476259598,-88.55833076064235
2326,2326,OCH REGIONAL MEDICAL CENTER,400 HOSPITAL ROAD /MAIL PO BOX 1506,STARKVILLE,39759,23p@8f6-d4q-vzz,250050,33.464008937963946,-88.70482952540652
2327,2327,PANOLA MEDICAL CENTER,303 MEDICAL CENTER DRIVE,BATESVILLE,38606,222@8f6-q7w-rc5,250128,34.30691076151573,-89.91425050707491
2328,2328,PEARL RIVER COUNTY HOSPITAL,305 WEST MOODY STREET,POPLARVILLE,39470,222@8f4-w7h-s5z,251333,30.856112380275732,-89.54214893016153
2329,2329,HIGHLAND COMMUNITY  HOSPITAL,130 HIGHLAND PKWY,PICAYUNE,39466,222@8f4-wcf-pn5,250117,30.550204357637295,-89.66524102240139
2330,2330,PERRY COUNTY GENERAL HOSP,206 BAY ST,RICHTON,39476,223@8f3-rc5-hbk,251306,31.34639960549939,-88.9387109985859
2331,2331,SOUTHWEST MS REGIONAL MEDICAL CENTER,215 MARION AV BOX 1307,MCCOMB,39649,222@8dx-m74-4qf,250097,31.251977931698057,-90.47388939999676
2332,2332,BEACHAM MEMORIAL HOSPITAL,205 N CHERRY STREET / PO BOX 351,MAGNOLIA,39652,22g@8dx-kb2-djv,250049,31.01260688151306,-90.47169616684859
2333,2333,PONTOTOC HEALTH SERVICE CAH,176 SOUTH MAIN STREET,PONTOTOC,38863,225@8f6-m3y-99f,251308,34.24306748032869,-88.99710677676038
2334,2334,BAPTIST MEMORIAL HOSPITAL BOONEVILLE,100 HOSPITAL DRIVE,BOONEVILLE,38829,222@5pm-zfp-tvz,250044,34.65813951924747,-88.56516533607446
2335,2335,MERIT HEALTH RANKIN,350 CROSSGATES BLVD,BRANDON,39042,222@8f6-sf8-jn5,250096,32.286973707733964,-90.0353479730238
2336,2336,MERIT HEALTH RIVER OAKS,1030 RIVER OAKS DRIVE,FLOWOOD,39232,222@8f6-sjz-dd9,250138,32.325460774703764,-90.1055858689292
2337,2337,SCOTT REGIONAL HOSPITAL CAH,317 HIGHWAY 13 SOUTH,MORTON,39117,222@8f6-vj7-c89,251323,32.35362094362369,-89.66978307954096
2338,2338,S E LACKEY MEMORIAL HOSPITAL,330 N BROAD STREET,FOREST,39074,223@8f6-vqm-fmk,251300,32.365640783838145,-89.47065384824937
2339,2339,SHARKEY ISSAQUENA COMMUNITY HOSPITAL,47 SOUTH FOURTH ST,ROLLING FORK,39159,222@8f7-3xx-vj9,251338,32.90431965002709,-90.88419740666365
2340,2340,MAGEE GENERAL HOSPITAL,300 3RD AVE SE,MAGEE,39111,222@8f6-zb2-6rk,250124,31.870621979968377,-89.72823592595857
2341,2341,SIMPSON GENERAL HOSPITAL CAH,1842 SIMPSON HIGHWAY 149,MENDENHALL,39114,222@8f6-zfb-qpv,251317,31.968553686030702,-89.8864900747333
2342,2342,PATIENTS CHOICE MEDICAL CENTER OF SMITH COUNTY,347 MAGNOLIA DRIVE,RALEIGH,39153,222@8f6-vxk-73q,250163,32.00006317860246,-89.51915685286454
2343,2343,SOUTH SUNFLOWER COUNTY HOSPITAL,121 EAST BAKER STREET,INDIANOLA,38751,222@8f7-6j7-7dv,250095,33.45685836105937,-90.64975631705879
2344,2344,NORTH SUNFLOWER MEDICAL CENTER CAH,840 NORTH OAK AVENUE,RULEVILLE,38771,222@8f6-5vs-tqf,251318,33.734110898541054,-90.54721432439946
2345,2345,TALLAHATCHIE GENERAL HOSPITAL-CAH,141 DR. T.T. LEWIS CIRCLE / PO BOX 230,CHARLESTON,38921,239@8f6-2r3-cyv,251304,34.000331557467355,-90.07565006477391
2346,2346,TIPPAH COUNTY HOSPITAL,1005 CITY AVE NORTH,RIPLEY,38663,223@5pn-3w6-qzz,251337,34.738867151757105,-88.94920857205601
2347,2347,BAPTIST MEMORIAL HOSPITAL UNION COUNTY,200 HWY 30 WEST,NEW ALBANY,38652,224@8f6-kxc-bp9,250006,34.48604504280443,-88.99745076745609
2348,2348,WALTHALL COUNTY GENERAL HOSPITAL CAH,100 HOSPITAL DRIVE,TYLERTOWN,39667,222@8dx-jp7-5cq,251324,31.12067990637961,-90.15638289585603
2349,2349,KPC PROMISE HOSPITAL OF VICKSBURG,2100 HIGHWAY 61 NORTH 6TH FLOOR,VICKSBURG,39183,222@8f7-9mc-j9z,252008,32.37597782591642,-90.82602980982959
2350,2350,MERIT HEALTH RIVER REGION,2100 HWY 61 N,VICKSBURG,39183,222@8f7-9mc-j9z,250031,32.37597782591642,-90.82602980982959
2351,2351,ALLEGIANCE SPECIALTY HOSPITAL OF GREENVILLE,"300 SOUTH WASHINGTON AVE, 3RD FLOOR",GREENVILLE,38701,222@8f7-4fb-rzf,252013,33.4027542950538,-91.05168374819935
2352,2352,DELTA HEALTH- THE MEDICAL CENTER,1400 E UNION STREET / PO BOX 5247,GREENVILLE,38704,2xk@8f7-37p-cdv,250082,33.00728519161378,-91.02088750495186
2353,2353,WAYNE GENERAL HOSPITAL,950 MATTHEW DR,WAYNESBORO,39367,222@8f3-vb4-89z,250077,31.673033454782875,-88.63427985087498
2354,2354,WEBSTER GENERAL HOSPITAL/ SWING BED,70 MEDICAL PLAZA,EUPORA,39744,222@8f6-fcg-8d9,250020,33.5347628130311,-89.26532883344758
2355,2355,FIELD HEALTH SYSTEM,178 HIGHWAY 24,CENTREVILLE,39631,222@8dx-4rf-jjv,251309,31.082078839135104,-91.06619106361012
2356,2356,WINSTON MEDICAL CENTER & SWINGBED,17550 EAST MAIN STREET,LOUISVILLE,39339,222@8f7-dcj-dgk,250027,33.123972347488454,-89.03694251022955
2357,2357,YALOBUSHA GENERAL HOSPITAL,630 SOUTH MAIN STREET,WATER VALLEY,38965,222@8f6-nrs-8qf,250061,34.130928780750374,-89.64248641140796
2358,2358,BAPTIST MEDICAL CENTER-YAZOO,823 GRAND AVENUE,YAZOO CITY,39194,223@8f7-5yb-brk,251313,32.85828075016386,-90.4036307080566
2359,2359,NORTHEAST REGIONAL MEDICAL CENTER,315 S OSTEOPATHY,KIRKSVILLE,63501,223@5pz-w95-789,260022,40.19291979729414,-92.58912165023901
2360,2360,COMMUNITY HOSPITAL ASSOCIATION,"26136 US HIGHWAY 59, PO BOX 107",FAIRFAX,64446,22f@5nz-b8b-f75,261303,40.271620008438745,-95.48160423235936
2361,2361,SSM HEALTH ST. MARY'S HOSPITAL-AUDRAIN,620 E MONROE,MEXICO,65265,222@5pq-xsn-4jv,260064,39.172512399289644,-91.87897698989238
2362,2362,COX MONETT HOSPITAL,801 NORTH LINCOLN AVENUE,MONETT,65708,223@5pq-bx8-gp9,261329,36.924482412299454,-93.90891700262283
2363,2363,MERCY HOSPITAL CASSVILLE,94 MAIN STREET,CASSVILLE,65625,223@5r8-bzm-w6k,261317,36.67400028623025,-93.87265127142679
2364,2364,COX BARTON COUNTY HOSPITAL,29 NW 1ST LANE,LAMAR,64759,222@5pq-b8r-5fz,261325,37.50480062551206,-94.3000967408027
2365,2365,BATES COUNTY MEMORIAL HOSPITAL,615 W NURSERY ST,BUTLER,64730,222@5pq-5fw-3bk,260034,38.249042390272116,-94.34217210318867
2366,2366,BOONE HOSPITAL CENTER,1600 E BROADWAY,COLUMBIA,65201,222@5pq-zcx-gx5,260068,38.95010863857024,-92.3157364429216
2367,2367,UNIVERSITY OF MISSOURI HEALTH CARE,ONE HOSPITAL DRIVE,COLUMBIA,65212,224@5pq-zcq-fcq,260141,38.9380995584096,-92.32618411274129
2368,2368,MOSAIC LIFE CARE AT ST JOSEPH,5325 FARAON STREET,SAINT JOSEPH,64506,223@5nz-c33-hbk,260006,39.774996409943796,-94.76991733802437
2369,2369,MOSIAC LIFE CARE AT ST JOSEPH,5325 FARAON STREET,SAINT JOSEPH,64506,223@5nz-c33-hbk,262019,39.774996409943796,-94.76991733802437
2370,2370,POPLAR BLUFF REGIONAL MEDICAL CENTER,3100 OAK GROVE ROAD,POPLAR BLUFF,63901,222@5pt-7xn-rzf,260119,36.78736405557199,-90.44249033441098
2371,2371,FULTON MEDICAL CENTER LLC,10 SOUTH HOSPITAL DRIVE,FULTON,65251,222@5pq-ssj-d9z,260209,38.84323107430397,-91.9645897480673
2372,2372,LAKE REGIONAL HEALTH SYSTEM,54 HOSPITAL DRIVE,OSAGE BEACH,65065,222@5pp-wjp-k9f,260186,38.12103497035312,-92.6820031188463
2373,2373,SOUTHEASTHEALTH,1701 LACEY ST,CAPE GIRARDEAU,63701,223@5pj-xr5-7nq,260110,37.31051738446716,-89.54005629237567
2374,2374,"LANDMARK HOSPITAL OF CAPE GIRARDEAU, LLC",3255 INDEPENDENCE,CAPE GIRARDEAU,63701,222@5pj-ydf-mc5,262015,37.30730105081568,-89.57605155215465
2375,2375,SAINT FRANCIS MEDICAL CENTER,211 ST FRANCIS DR,CAPE GIRARDEAU,63703,222@5pj-ydf-94v,260183,37.303918642416,-89.5709406352261
2376,2376,CARROLL COUNTY MEMORIAL HOSPITAL,1502 NORTH JEFFERSON,CARROLLTON,64633,222@5pq-kfh-47q,261332,39.37680896375362,-93.49256973233925
2377,2377,CASS REGIONAL MEDICAL CENTER,2800 E ROCK HAVEN ROAD,HARRISONVILLE,64701,222@5pq-459-4d9,261324,38.66455556526719,-94.37676479230068
2378,2378,CEDAR COUNTY MEMORIAL HOSPITAL,1401 SOUTH PARK STREET,EL DORADO SPRINGS,64744,222@5pq-g4s-q2k,261323,37.85985391097532,-94.0177026017722
2379,2379,LIBERTY HOSPITAL,2525 GLENN HENDREN DR,LIBERTY,64069,223@5pr-3gn-bhq,260177,39.274818859846924,-94.42489772940596
2380,2380,NORTH KANSAS CITY HOSPITAL,2800 CLAY EDWARDS DRIVE,NORTH KANSAS CITY,64116,222@5pr-38m-5fz,260096,39.149583376426015,-94.55095646619976
2381,2381,EXCELSIOR SPRINGS HOSPITAL,1700 RAINBOW BOULEVARD,EXCELSIOR SPRINGS,64024,222@5pr-78k-q75,261322,39.363316185532746,-94.23823542624562
2382,2382,KINDRED HOSPITAL NORTHLAND,500 NW 68TH STREET,KANSAS CITY,64118,222@5pr-38d-3nq,262018,39.21965893962905,-94.58723495788801
2383,2383,CAMERON REGIONAL MEDICAL CENTER,1600 E EVERGREEN,CAMERON,64429,222@5pr-7ck-789,260057,39.729387140911335,-94.21726329394946
2384,2384,SSM HEALTH ST. MARY'S HOSPITAL - JEFFERSON CITY,2505 MISSION DRIVE,JEFFERSON CITY,65109,222@5pq-wn4-rx5,260011,38.55828432452662,-92.22185558703895
2385,2385,CAPITAL REGION MEDICAL CENTER,1125 MADISON ST,JEFFERSON CITY,65102,222@5pq-wmz-cqz,260047,38.565164754054074,-92.18251250861091
2386,2386,MISSOURI BAPTIST SULLIVAN HOSPITAL,751 SAPPINGTON BRIDGE RD,SULLIVAN,63080,222@5pj-hsq-fcq,261337,38.19624259850637,-91.16987111772485
2387,2387,SALEM MEMORIAL DISTRICT HOSPITAL,"PO BOX 774,",SALEM,65560,22w@5pj-m63-wrk,261318,37.6382610918281,-91.54920675575914
2388,2388,MERCY HOSPITAL WASHINGTON,901 EAST 5TH STREET,WASHINGTON,63090,222@5pk-qgn-b6k,260052,38.55207929450955,-91.00093125501158
2389,2389,HERMANN AREA DISTRICT HOSPITAL,509 W 18TH ST,HERMANN,65041,222@5pq-y7t-p7q,261314,38.692463853181266,-91.44900711463815
2390,2390,MOSAIC MEDICAL CENTER ALBANY,705 N COLLEGE STREET,ALBANY,64402,222@5ny-mgr-4d9,261328,40.25207704978802,-94.32511192995052
2391,2391,"SELECT SPECIALTY HOSPITAL SPRINGFIELD, INC",1630 EAST PRIMROSE,SPRINGFIELD,65804,222@5pq-928-85f,262017,37.14678025836573,-93.26678605394095
2392,2392,COX MEDICAL CENTERS,3801 SOUTH NATIONAL AVENUE,SPRINGFIELD,65807,223@5pq-8zn-xqz,260040,37.1481134785129,-93.27964973584744
2393,2393,MERCY HOSPITAL SPRINGFIELD,1235 E CHEROKEE,SPRINGFIELD,65804,223@5pq-8zj-6c5,260065,37.17952165792298,-93.27598546897471
2394,2394,WRIGHT MEMORIAL HOSPITAL,191 IOWA BOULEVARD,TRENTON,64683,222@5ny-sgz-zcq,261309,40.0674126482602,-93.58168062547936
2395,2395,HARRISON COUNTY COMMUNITY HOSPITAL,2600 MILLER STREET,BETHANY,64424,223@5ny-n2y-g8v,261312,40.26562827378796,-94.02517522094776
2396,2396,GOLDEN VALLEY MEMORIAL HOSPITAL,1600 N 2ND ST,CLINTON,64735,222@5pp-gb6-sdv,260175,38.38941936826684,-93.76799942706829
2397,2397,OZARKS HEALTHCARE,1100 KENTUCKY AVE,WEST PLAINS,65775,222@5pt-gwn-v2k,260078,36.737414000407234,-91.87529455753419
2398,2398,MERCY ST FRANCIS HOSPITAL,"100 WEST HIGHWAY 60, PO BOX 82",MOUNTAIN VIEW,65548,232@5ps-tbk-8jv,261335,37.052927035051745,-91.64635467628202
2399,2399,IRON COUNTY MEDICAL CENTER,301 NORTH HIGHWAY 21,PILOT KNOB,63663,222@5pj-j5v-sdv,261336,37.622995176456875,-90.64528541051068
2400,2400,LEE'S SUMMIT MEDICAL CENTER,2100 SE BLUE PARKWAY,LEES SUMMIT,64063,222@5pr-4pz-6ff,260190,38.901815688981884,-94.32964511085649
2401,2401,ST MARY'S MEDICAL CENTER,201 NW R D MIZE RD,BLUE SPRINGS,64014,222@5pr-33k-xkf,260193,39.026183982227735,-94.26407853711545
2402,2402,ST LUKES HOSPITAL OF KANSAS CITY,4401 WORNALL ROAD,KANSAS CITY,64111,222@5pr-6f5-rff,260138,39.0475056750336,-94.58939155794904
2403,2403,SAINT LUKE'S EAST HOSPITAL,100 N E SAINT LUKE'S BOULEVARD,LEES SUMMIT,64086,223@5pr-4p9-kj9,260216,38.94222387858452,-94.38225272757764
2404,2404,TRUMAN MEDICAL CENTER HOSPITAL HILL,2301 HOLMES STREET,KANSAS CITY,64108,222@5pr-36y-yn5,260048,39.085639401639035,-94.57313796078863
2405,2405,TRUMAN MEDICAL CENTER LAKEWOOD,7900 LEE'S SUMMIT RD,KANSAS CITY,64139,222@5pr-3bd-8vz,260102,38.97463905263757,-94.39513504346824
2406,2406,CHILDRENS MERCY HOSPITAL,2401 GILLHAM ROAD,KANSAS CITY,64108,222@5pr-36y-5zz,263302,39.08363966327882,-94.57770810722917
2407,2407,RESEARCH MEDICAL CENTER,2316 E MEYER BLVD,KANSAS CITY,64132,222@5pr-6fm-jgk,260027,39.008595758345436,-94.55910606246171
2408,2408,CENTERPOINT MEDICAL CENTER,19600 EAST 39TH STREET,INDEPENDENCE,64057,224@5pr-34p-5pv,260095,39.04956379245747,-94.34932405476707
2409,2409,ST JOSEPH MEDICAL CENTER,1000 CARONDELET DR,KANSAS CITY,64114,222@5pr-6cp-v4v,260085,38.93556305835965,-94.60333995143412
2410,2410,FREEMAN HEALTH SYSTEM - FREEMAN WEST,1102 WEST 32ND STREET,JOPLIN,64804,22f@5r7-zxb-hyv,260137,37.05302867921981,-94.52634388889896
2411,2411,MERCY HOSPITAL CARTHAGE,3125 DR RUSSELL SMITH WAY,CARTHAGE,64836,222@5r8-24n-xwk,261338,37.135897649109715,-94.3204946345399
2412,2412,"LANDMARK HOSPITAL OF JOPLIN, LLC",2040 W 32ND STREET,JOPLIN,64804,222@5r7-zy5-qcq,262016,37.053163875390005,-94.53851565609892
2413,2413,MERCY HOSPITAL JOPLIN,100 MERCY WAY,JOPLIN,64804,229@5r7-zwz-y5f,260001,37.03597655620455,-94.51046685751302
2414,2414,MERCY HOSPITAL JEFFERSON,1400 US HIGHWAY 61,FESTUS,63028,223@5ph-zqh-8jv,260023,38.19716617085353,-90.39348258378578
2415,2415,SSM HEALTH ST CLARE HOSPITAL - FENTON,1015 BOWLES,FENTON,63026,222@5pk-nkp-nnq,260081,38.527857678313055,-90.4764373915846
2416,2416,WESTERN MISSOURI MEDICAL CENTER,403 BURKARTH ROAD,WARRENSBURG,64093,222@5pp-mb9-3kf,260097,38.765747593040636,-93.72125133692553
2417,2417,MERCY HOSPITAL LEBANON,100 HOSPITAL DRIVE,LEBANON,65536,22c@5pp-r3k-jjv,260059,37.682130773321575,-92.63460393736955
2418,2418,LAFAYETTE REGIONAL HEALTH CENTER,1500 STATE STREET,LEXINGTON,64067,222@5pr-7td-4n5,261320,39.19004265936326,-93.87730984010891
2419,2419,MERCY HOSPITAL AURORA,500 PORTER AVENUE,AURORA,65605,22b@5pq-bpg-q2k,261316,36.968539430034795,-93.71153640062427
