lat,lon,hospital_pk,hospital_name,address,city,zip,hospital_subtype,fips_code
38.33906,-75.21172,210061,ATLANTIC GENERAL HOSPITAL,9733 HEALTHWAY DRIVE,BERLIN,21811,Short Term,24047
39.35263,-76.66197,210012,SINAI HOSPITAL OF BALTIMORE,2401 WEST BELVEDERE AVENUE,BALTIMORE,21215,Short Term,24510
39.416531,-76.613311,210024,MEDSTAR UNION MEMORIAL HOSPITAL,201 EAST UNIVERSITY PARKWAY,BALTIMORE,21218,Short Term,24510
39.29944,-76.62043,210038,UNIVERSITY OF MD MEDICAL CENTER MIDTOWN CAMPUS,827 LINDEN AVENUE,BALTIMORE,21201,Short Term,24510
39.35889,-76.58873,210056,MEDSTAR GOOD SAMARITAN HOSPITAL,5601 LOCH RAVEN BOULEVARD,BALTIMORE,21239,Short Term,24510
39.25188,-76.61398,210034,MEDSTAR HARBOR HOSPITAL,3001 SOUTH  HANOVER STREET,BALTIMORE,21225,Short Term,24510
43.778,-88.43049,210011,SAINT AGNES HOSPITAL,900 CATON AVENUE,BALTIMORE,21229,Short Term,24510
39.213806,-76.882439,210009,"JOHNS HOPKINS HOSPITAL, THE",600 NORTH  WOLFE STREET,BALTIMORE,21287,Short Term,24510
6.31083,-10.81148,210008,MERCY MEDICAL CENTER INC,301 SAINT PAUL PLACE,BALTIMORE,21202,Short Term,24510
33.54917,-101.86975,210013,"GRACE MEDICAL CENTER, INC",2000 W BALTIMORE STREET,BALTIMORE,21223,Short Term,24510
39.28978,-76.54689,210029,JOHNS HOPKINS BAYVIEW MEDICAL CENTER,4940 EASTERN AVENUE,BALTIMORE,21224,Short Term,24510
39.28545,-76.61752,210068,BALTIMORE CONVENTION CENTER ALTERNATE CARE SITE,1 WEST PRATT STREET,BALTIMORE,21201,Short Term,24510
39.28816,-76.6247,210002,UNIVERSITY OF MARYLAND MEDICAL CENTER,22 SOUTH  GREENE STREET,BALTIMORE,21201,Short Term,24510
41.65299,-70.27367,220012,CAPE COD HOSPITAL,88 LEWIS BAY ROAD,HYANNIS,2601,Short Term,25001
41.56421,-70.62236,220135,FALMOUTH HOSPITAL,67 & 100 TER HEUN DRIVE,FALMOUTH,2540,Short Term,25001
41.45024,-81.82381,221302,FAIRVIEW HOSPITAL,29 LEWIS AVENUE,GREAT BARRINGTON,1230,Critical Access Hospitals,25003
42.45983,-73.24914,220046,BERKSHIRE MEDICAL CENTER INC - 1,725 NORTH STREET,PITTSFIELD,1201,Short Term,25003
41.756113,-70.714235,220074,"SOUTHCOAST HOSPITAL GROUP, INC",363 HIGHLAND AVENUE,FALL RIVER,2720,Short Term,25005
33.71931,-102.75752,220073,MORTON HOSPITAL,88 WASHINGTON STREET,TAUNTON,2780,Short Term,25005
41.94238,-71.27408,220008,STURDY MEMORIAL HOSPITAL,211 PARK STREET,ATTLEBORO,2703,Short Term,25005
41.69259,-71.16403,220020,SAINT ANNE'S HOSPITAL,795 MIDDLE STREET,FALL RIVER,2721,Short Term,25005
41.46076,-70.58058,221300,MARTHA'S VINEYARD HOSPITAL INC,"ONE HOSPITAL ROAD, FIRST FL, WING 5,  PO BOX 1477",OAK BLUFFS,2557,Critical Access Hospitals,25007
42.71019,-71.15039,220010,LAWRENCE GENERAL HOSPITAL,ONE GENERAL STREET,LAWRENCE,1842,Short Term,25009
34.01501,-118.10063,220033,BEVERLY HOSPITAL CORPORATION,85 HERRICK STREET,BEVERLY,1915,Short Term,25009
7.59184,-1.93797,220080,HOLY FAMILY HOSPITAL,70 EAST STREET,METHUEN,1844,Short Term,25009
25.85983,-80.21513,220035,NORTH SHORE MEDICAL CENTER -,81 HIGHLAND AVENUE,SALEM,1970,Short Term,25009
42.81389,-70.89126,220029,ANNA JAQUES HOSPITAL,25 HIGHLAND AVENUE,NEWBURYPORT,1950,Short Term,25009
42.5959,-72.59229,220016,BAYSTATE FRANKLIN MEDICAL CENTER,164 HIGH STREET,GREENFIELD,1301,Short Term,25011
38.030567,-84.510166,223303,SHRINERS' HOSPITAL FOR CHILDREN (THE),516 CAREW STREET,SPRINGFIELD,1104,Childrens Hospitals,25013
42.11802,-72.76051,220065,BAYSTATE NOBLE HOSPITAL,115 WEST SILVER STREET,WESTFIELD,1085,Short Term,25013
42.12173,-72.60286,220077,BAYSTATE MEDICAL CENTER,759 CHESTNUT STREET,SPRINGFIELD,1199,Short Term,25013
42.16913,-72.34121,220030,BAYSTATE WING HOSPITAL AND MEDICAL CENTERS,40 WRIGHT STREET,PALMER,1069,Short Term,25013
43.24159,-123.36596,220066,MERCY MEDICAL CTR,271 CAREW STREET,SPRINGFIELD,1104,Short Term,25013
42.20033,-72.62747,220024,HOLYOKE MEDICAL CENTER,575 BEECH STREET,HOLYOKE,1040,Short Term,25013
42.32933,-72.65462,220015,"COOLEY DICKINSON HOSPITAL INC,THE",30 LOCUST STREET,NORTHAMPTON,1060,Short Term,25015
42.35531,-71.55545,220049,MARLBOROUGH HOSPITAL,157 UNION STREET,MARLBOROUGH,1752,Short Term,25017
42.64732,-71.34104,220063,LOWELL GENERAL HOSPITAL,295 VARNUM AVENUE,LOWELL,1854,Short Term,25017
42.46023,-71.06111,220070,MELROSEWAKEFIELD HEALTHCARE,585 LEBANON STREET,MELROSE,2176,Short Term,25017
42.4659,-71.12136,220105,WINCHESTER HOSPITAL,41 HIGHLAND AVENUE,WINCHESTER,1890,Short Term,25017
52.79095917,0.153283303,222000,SPAULDING HOSPITAL FOR CONTINUING MED CARE-CAMB,1575 CAMBRIDGE STREET,CAMBRIDGE,2138,Long Term,25017
-5.13457,105.29004,220175,METROWEST MEDICAL CENTER,115 LINCOLN STREET,FRAMINGHAM,1701,Short Term,25017
42.37424,-71.13432,220002,MOUNT AUBURN HOSPITAL,330 MOUNT AUBURN STREET,CAMBRIDGE,2138,Short Term,25017
42.45216,-71.37642,220084,EMERSON HOSPITAL -,133 OLD ROAD TO 9 ACRE CORNER,W CONCORD,1742,Short Term,25017
42.33179,-71.24543,220101,NEWTON-WELLESLEY HOSPITAL,2014 WASHINGTON STREET,NEWTON,2462,Short Term,25017
42.48512,-71.20485,220171,"LAHEY HOSPITAL & MEDICAL CENTER, BURLINGTON",41 & 45 MALL ROAD,BURLINGTON,1803,Short Term,25017
42.37497,-71.105193,220011,CAMBRIDGE HEALTH ALLIANCE,1493 CAMBRIDGE STREET,CAMBRIDGE,2138,Short Term,25017
42.57751,-71.57547,220098,NASHOBA VALLEY MEDICAL CENTER,200 GROTON ROAD,AYER,1432,Short Term,25017
41.27508,-70.101,220177,NANTUCKET COTTAGE HOSPITAL,57 PROSPECT STREET,NANTUCKET,2554,Short Term,25019
42.25109,-71.07739,220108,BETH ISRAEL DEACONESS HOSPITAL-MILTON INC,199 REEDSDALE ROAD,MILTON,2186,Short Term,25021
42.27761,-71.23717,220083,BETH ISRAEL DEACONESS HOSPITAL - NEEDHAM,148 CHESTNUT STREET,NEEDHAM,2494,Short Term,25021
54.9786,-1.61934,222027,NEW ENGLAND SINAI HOSPITAL,150 YORK STREET,STOUGHTON,2072,Long Term,25021
41.74952,-87.56867,220100,SOUTH SHORE HOSPITAL,55 FOGG ROAD,SOUTH WEYMOUTH,2190,Short Term,25021
41.94306,-70.64523,220060,BETH ISRAEL DEACONESS HOSPITAL - PLYMOUTH,275 SANDWICH STREET,PLYMOUTH,2360,Short Term,25023
42.08762,-70.99102,220052,SIGNATURE HEALTHCARE BROCKTON HOSPITAL,680 CENTER STREET,BROCKTON,2302,Short Term,25023
26.72529,-80.0516,220111,GOOD SAMARITAN MEDICAL CENTER,235 NORTH PEARL STREET,BROCKTON,2301,Short Term,25023
42.30125,-71.12782,220119,BRIGHAM AND WOMEN'S FAULKNER HOSPITAL,1153 CENTRE STREET,BOSTON,2130,Short Term,25025
30.003075,-90.180014,223300,FRANCISCAN CHILDREN'S HOSPITAL & REHAB CENTER,30 WARREN STREET,BRIGHTON,2135,Childrens Hospitals,25025
54.9786,-1.61934,220088,NEW ENGLAND BAPTIST HOSPITAL,125 PARKER HILL AVENUE,BOSTON,2120,Short Term,25025
42.34958,-71.14798,220036,ST ELIZABETH'S MEDICAL CENTER,736 CAMBRIDGE STREET,BRIGHTON,2135,Short Term,25025
38.030567,-84.510166,223304,"SHRINERS' HOSPITAL FOR CHILDREN - BOSTON, THE",51 BLOSSOM STREET,BOSTON,2114,Childrens Hospitals,25025
42.34952,-71.0633,220116,TUFTS MEDICAL CENTER,800 WASHINGTON STREET,BOSTON,2111,Short Term,25025
42.33611,-71.10748,220110,BRIGHAM AND WOMEN'S HOSPITAL,75 FRANCIS STREET,BOSTON,2115,Short Term,25025
42.33485,-71.07366,220031,BOSTON MEDICAL CENTER CORPORATION-,1 BOSTON MEDICAL CENTER PLACE,BOSTON,2118,Short Term,25025
42.33704,-71.10561,223302,BOSTON CHILDREN'S HOSPITAL,300 LONGWOOD AVENUE,BOSTON,2115,Childrens Hospitals,25025
42.36278,-71.06867,220071,MASSACHUSETTS GENERAL HOSPITAL,55 FRUIT STREET,BOSTON,2114,Short Term,25025
42.04564,-70.95707,220075,MASSACHUSETTS EYE AND EAR INFIRMARY -,243 CHARLES STREET,BOSTON,2114,Short Term,25025
42.33979,-71.10488,220086,BETH ISRAEL DEACONESS MEDICAL CENTER,330 BROOKLINE AVENUE,BOSTON,2215,Short Term,25025
37.92015,-83.26507,220017,CARNEY HOSPITAL,2100 DORCHESTER AVENUE,BOSTON,2124,Short Term,25025
42.33757,-71.10708,220162,DANA-FARBER CANCER INSTITUTE,450 BROOKLINE AVENUE,BOSTON,2115,Short Term,25025
42.27625,-71.76208,220163,UMASS MEMORIAL MEDICAL CENTER INC,55 LAKE AVENUE NORTH,WORCESTER,1655,Short Term,25027
42.13316,-71.52799,220090,MILFORD REGIONAL MEDICAL CENTER,14 PROSPECT STREET,MILFORD,1757,Short Term,25027
42.58671,-71.9875,220095,HEYWOOD HOSPITAL -,242 GREEN STREET,GARDNER,1440,Short Term,25027
39.24489,-106.30328,220176,ST VINCENT HOSPITAL,123 SUMMER STREET,WORCESTER,1608,Short Term,25027
42.54102,-71.76128,220001,HEALTH ALLIANCE - CLINTON HOSPITAL,60 HOSPITAL ROAD,LEOMINSTER,1453,Short Term,25027
54.53042,-1.56447,220019,HARRINGTON MEMORIAL HOSPITAL-1,100 SOUTH STREET,SOUTHBRIDGE,1550,Short Term,25027
37.91938,-89.81139,221303,ATHOL MEMORIAL HOSPITAL,2033 MAIN STREET,ATHOL,1331,Critical Access Hospitals,25027
46.42397,-86.62581,231308,MUNISING MEMORIAL HOSPITAL,1500 SAND POINT RD,MUNISING,49862,Critical Access Hospitals,26003
42.30815,-85.56068,232034,ASCENSION BORGESS PIPP HOSPITAL,411 NAOMI STREET,PLAINWELL,49080,Long Term,26005
42.51911,-85.85596,231328,ALLEGAN GENERAL HOSPITAL,555 LINN STREET,ALLEGAN,49010,Critical Access Hospitals,26005
45.07773,-83.44869,230036,MIDMICHIGAN MEDICAL CENTER - ALPENA,1501 W CHISHOLM ST,ALPENA,49707,Short Term,26007
43.98186,-83.96909,231305,ASCENSION STANDISH HOSPITAL,805 W CEDAR ST,STANDISH,48658,Critical Access Hospitals,26011
46.73187,-88.42556,231307,BARAGA COUNTY MEMORIAL HOSPITAL,18341 US HIGHWAY 41,L' ANSE,49946,Critical Access Hospitals,26013
42.64518,-85.30258,231339,SPECTRUM HEALTH PENNOCK,1009 W GREEN ST,HASTINGS,49058,Critical Access Hospitals,26015
43.58927,-83.86903,230041,MCLAREN BAY REGION,1900 COLUMBUS AVE,BAY CITY,48708,Short Term,26017
44.63651,-86.24241,231300,PAUL OLIVER MEMORIAL HOSPITAL,224 PARK AVENUE,FRANKFORT,49635,Critical Access Hospitals,26019
41.82789,-86.26041,230021,"LAKELAND HOSPITAL, ST JOSEPH",1234 NAPIER AVENUE,ST JOSEPH,49085,Short Term,26021
42.18468,-86.25006,230078,LAKELAND HOSPITAL WATERVLIET,400 MEDICAL PARK DR,WATERVLIET,49098,Short Term,26021
41.93747,-84.98908,230022,PROMEDICA COLDWATER REGIONAL HOSPITAL,274 E CHICAGO ST,COLDWATER,49036,Short Term,26023
42.3315,-85.17862,230075,BRONSON BATTLE CREEK HOSPITAL,300 NORTH AVENUE,BATTLE CREEK,49017,Short Term,26025
42.27372,-84.95712,230217,OAKLAWN HOSPITAL,200 N MADISON,MARSHALL,49068,Short Term,26025
41.98359,-86.11679,231315,ASCENSION BORGESS LEE HOSPITAL,420 W HIGH ST,DOWAGIAC,49047,Critical Access Hospitals,26027
45.314386,-85.274727,231322,MUNSON HEALTHCARE CHARLEVOIX HOSPITAL,14700 LAKESHORE DRIVE,CHARLEVOIX,49720,Critical Access Hospitals,26029
46.49774,-84.3506,230239,CHIPPEWA COUNTY WAR MEMORIAL HOSPITAL,500 OSBORN BLVD,SAULT SAINTE MARIE,49783,Short Term,26033
43.82068,-84.76902,230180,MIDMICHIGAN MEDICAL CENTER-CLARE,703 N MCEWAN ST,CLARE,48617,Short Term,26035
42.99322,-84.55452,231326,SPARROW CLINTON HOSPITAL,805 S OAKLAND,SAINT JOHNS,48879,Critical Access Hospitals,26037
44.66835,-84.70777,230058,MUNSON HEALTHCARE GRAYLING HOSPITAL,1100 E MICHIGAN AVE,GRAYLING,49738,Short Term,26039
32.50563,-84.96073,231337,ST FRANCIS HOSPITAL,3401 LUDINGTON ST,ESCANABA,49829,Critical Access Hospitals,26041
45.80946,-88.04476,230055,DICKINSON COUNTY MEMORIAL HOSPITAL,1721 S STEPHENSON AVE,IRON MOUNTAIN,49801,Short Term,26043
42.56499,-84.83138,231327,SPARROW EATON HOSPITAL,321 E HARRIS STREET,CHARLOTTE,48813,Critical Access Hospitals,26045
42.49534,-84.65859,231324,EATON RAPIDS MEDICAL CENTER,1500 S MAIN STREET,EATON RAPIDS,48827,Critical Access Hospitals,26045
45.37353,-84.97071,230105,MCLAREN NORTHERN MICHIGAN,416 CONNABLE AVE,PETOSKEY,49770,Short Term,26047
43.0142,-83.7326,230141,MCLAREN FLINT,401 S BALLENGER HIGHWAY,FLINT,48532,Short Term,26049
42.89264,-83.64143,230197,ASCENSION GENESYS HOSPITAL,ONE GENESYS PARKWAY,GRAND BLANC,48439,Short Term,26049
43.02139,-83.70478,230132,HURLEY MEDICAL CENTER,ONE HURLEY PLAZA,FLINT,48503,Short Term,26049
43.97659,-84.49521,231325,MIDMICHIGAN MEDICAL CENTER-GLADWIN,515 QUARTER STREET,GLADWIN,48624,Critical Access Hospitals,26051
46.48056,-90.10677,231333,ASPIRUS IRONWOOD HOSPITAL,N10561 GRAND VIEW LANE,IRONWOOD,49938,Critical Access Hospitals,26053
44.76089,-85.64406,230097,MUNSON MEDICAL CENTER,1105 SIXTH STREET,TRAVERSE CITY,49684,Short Term,26055
43.39073,-84.66214,230030,MIDMICHIGAN MEDICAL CENTER-GRATIOT,300 E WARWICK DR,ALMA,48801,Short Term,26057
41.91131,-84.6327,230037,HILLSDALE HOSPITAL,168 S HOWELL STREET,HILLSDALE,49242,Short Term,26059
47.13961,-88.58654,230108,UP HEALTH SYSTEM PORTAGE,500 CAMPUS DRIVE,HANCOCK,49930,Short Term,26061
47.23866,-88.44312,231319,ASPIRUS KEWEENAW HOSPITAL,205 OSCEOLA,LAURIUM,49913,Critical Access Hospitals,26061
43.80304,-83.03187,230118,MCLAREN THUMB REGION,1100 S VAN DYKE RD,BAD AXE,48413,Short Term,26063
43.83403,-83.27827,231310,SCHEURER HOSPITAL,170 N CASEVILLE RD,PIGEON,48755,Critical Access Hospitals,26063
43.84241,-82.65165,231313,HARBOR BEACH COMMUNITY HOSPITAL,210 S FIRST ST,HARBOR BEACH,48441,Critical Access Hospitals,26063
42.70375,-84.55457,230167,MCLAREN GREATER LANSING,401 W GREENLAWN AVE,LANSING,48910,Short Term,26065
42.73412,-84.53526,230230,EDWARD W SPARROW HOSPITAL,1215 E MICHIGAN AVENUE,LANSING,48912,Short Term,26065
42.93582,-85.07463,231331,SPARROW IONIA HOSPITAL,3565 S STATE ROAD,IONIA,48846,Critical Access Hospitals,26067
44.27509,-83.51039,230100,ASCENSION ST JOSEPH HOSPITAL,200 HEMLOCK,TAWAS CITY,48764,Short Term,26069
46.09983,-88.61987,231318,"ASPIRUS IRON RIVER HOSPITAL & CLINICS, INC",1400 W ICE LAKE ROAD,IRON RIVER,49935,Critical Access Hospitals,26071
43.59944,-84.76177,230080,MCLAREN CENTRAL MICHIGAN,1221 SOUTH DRIVE,MOUNT PLEASANT,48858,Short Term,26073
42.2512,-84.39246,230092,HENRY FORD ALLEGIANCE HEALTH,205 N EAST AVE,JACKSON,49201,Short Term,26075
42.30815,-85.56068,230117,ASCENSION BORGESS HOSPITAL,1521 GULL ROAD,KALAMAZOO,49048,Short Term,26077
42.28494,-85.58082,230017,BRONSON METHODIST HOSPITAL,601 JOHN STREET,KALAMAZOO,49007,Short Term,26077
44.73092,-85.18398,231301,KALKASKA MEMORIAL HEALTH CENTER,419 S CORAL,KALKASKA,49646,Critical Access Hospitals,26079
-32.3295,28.1408,230038,SPECTRUM HEALTH - BUTTERWORTH CAMPUS,100 MICHIGAN ST NE,GRAND RAPIDS,49503,Short Term,26081
42.8575,-85.71897,230236,METRO HEALTH HOSPITAL,"5900 BYRON CENTER AVENUE, SW",WYOMING,49519,Short Term,26081
45.14693,-61.98178,230059,SAINT MARY'S HEALTH CARE,200 JEFFERSON AVENUE SE,GRAND RAPIDS,49503,Short Term,26081
43.06296,-83.32162,230193,MCLAREN LAPEER REGION,1375 N MAIN ST,LAPEER,48446,Short Term,26087
37.1048,-76.53651,230005,PROMEDICA CHARLES AND VIRGINIA HICKMAN HOSPITAL,5640 N ADRIAN HIGHWAY,ADRIAN,49221,Short Term,26091
42.61602,-83.94204,230069,SAINT JOSEPH MERCY LIVINGSTON HOSPITAL,620 BYRON RD,HOWELL,48843,Short Term,26093
46.353,-85.51552,231304,HELEN NEWBERRY JOY HOSPITAL,502 W HARRIE ST,NEWBERRY,49868,Critical Access Hospitals,26095
45.89058,-84.72912,231306,MACKINAC STRAITS HOSPITAL AND HEALTH CENTER,1140 N STATE STREET,SAINT IGNACE,49781,Critical Access Hospitals,26097
42.57182,-82.95207,230227,MCLAREN MACOMB,1000 HARRINGTON ST,MOUNT CLEMENS,48043,Short Term,26099
42.614455,-82.961144,230047,HENRY FORD MACOMB HOSPITAL,15855 NINETEEN MILE RD,CLINTON TOWNSHIP,48038,Short Term,26099
42.50784,-83.00375,230195,ASCENSION MACOMB OAKLAND HOSP-WARREN CAMPUS,11800 EAST TWELVE MILE ROAD,WARREN,48093,Short Term,26099
42.45159,-83.08165,230264,INSIGHT SURGICAL HOSPITAL ,21230 DEQUINDRE ROAD,WARREN,48091,Short Term,26099
44.27105,-86.2743,230303,MUNSON HEALTHCARE MANISTEE HOSPITAL,1465 E PARKDALE AVE,MANISTEE,49660,Short Term,26101
46.54339,-87.40835,230054,UP HEALTH SYSTEM - MARQUETTE,850 W BARAGA AVE,MARQUETTE,49855,Short Term,26103
31.11248,-97.80086,231321,BELL HOSPITAL,901 LAKESHORE DRIVE,ISHPEMING,49849,Critical Access Hospitals,26103
43.95712,-86.43055,230110,SPECTRUM HEALTH LUDINGTON HOSPITAL,ONE N ATKINSON DRIVE,LUDINGTON,49431,Short Term,26105
43.69369,-85.47438,230093,SPECTRUM HEALTH BIG RAPIDS HOSPITAL,605 OAK STREET,BIG RAPIDS,49307,Short Term,26107
43.63688,-84.26015,230222,MIDMICHIGAN MEDICAL CENTER-MIDLAND,4000 WELLNESS DRIVE,MIDLAND,48670,Short Term,26111
41.92492,-83.38826,230099,PROMEDICA MONROE REGIONAL HOSPITAL,718 N MACOMB ST,MONROE,48162,Short Term,26115
43.44064,-85.27827,231317,SPECTRUM HEALTH KELSEY HOSPITAL,418 WASHINGTON,LAKEVIEW,48850,Critical Access Hospitals,26117
43.17453,-85.26922,230035,SPECTRUM HEALTH UNITED HOSPITAL,615 S BOWER STREET,GREENVILLE,48838,Short Term,26117
43.17567,-84.84006,230208,SPARROW CARSON HOSPITAL,406 EAST ELM ST,CARSON CITY,48811,Short Term,26117
43.21589,-85.07399,231312,SHERIDAN COMMUNITY HOSPITAL,301 N MAIN ST,SHERIDAN,48884,Critical Access Hospitals,26117
43.234812,-86.235676,230066,MERCY HEALTH MUSKEGON,1700 CLINTON STREET,MUSKEGON,49442,Short Term,26121
41.09138,-8.24571,231338,SPECTRUM HEALTH GERBER MEMORIAL,212 S SULLIVAN ST,FREMONT,49412,Critical Access Hospitals,26123
42.51765,-83.19219,230130,"BEAUMONT HOSPITAL, ROYAL OAK",3601 W THIRTEEN MILE RD,ROYAL OAK,48073,Short Term,26125
42.63852,-83.2907,230207,MCLAREN OAKLAND,50 N PERRY ST,PONTIAC,48342,Short Term,26125
42.68091,-83.14925,230254,ASCENSION PROVIDENCE ROCHESTER HOSPITAL,1101 W UNIVERSITY DRIVE,ROCHESTER,48307,Short Term,26125
42.61801,-83.09297,230269,"BEAUMONT HOSPITAL, TROY",44201 DEQUINDRE ROAD,TROY,48085,Short Term,26125
41.010811,-73.727002,230071,STRAITH HOSPITAL FOR SPECIAL SURGERY,23901 LAHSER,SOUTHFIELD,48033,Short Term,26125
42.53785,-83.40718,230302,HENRY FORD WEST BLOOMFIELD HOSPITAL,6777 WEST MAPLE ROAD,WEST BLOOMFIELD,48322,Short Term,26125
42.44611,-83.32403,230151,BEAUMONT HOSPITAL - FARMINGTON HILLS,28050 GRAND RIVER AVENUE,FARMINGTON HILLS,48336,Short Term,26125
42.5929,-83.4993,230277,HURON VALLEY-SINAI HOSPITAL,ONE WILLIAM CARLS DRIVE,COMMERCE TOWNSHIP,48382,Short Term,26125
24.45855,89.7106,230013,PONTIAC GENERAL HOSPITAL,461 W HURON ST,PONTIAC,48341,Short Term,26125
27.13826,81.93973,230301,SURGEONS CHOICE MEDICAL CENTER,22401 FOSTER WINTER DRIVE,SOUTHFIELD,48075,Short Term,26125
30.6796,-88.19887,230019,ASCENSION PROVIDENCE HOSPITAL,16001 W NINE MILE RD,SOUTHFIELD,48075,Short Term,26125
42.670148,-83.234333,230029,ST JOSEPH MERCY OAKLAND,44405 WOODWARD AVE,PONTIAC,48341,Short Term,26125
43.6069,-86.36451,231320,MERCY HEALTH LAKESHORE CAMPUS,72 SOUTH STATE STREET,SHELBY,49455,Critical Access Hospitals,26127
44.26357,-84.24432,230095,MIDMICHIGAN MEDICAL CENTER - WEST BRANCH,2463 SOUTH M-30,WEST BRANCH,48661,Short Term,26129
46.86603,-89.30189,231309,"ASPIRUS ONTONAGON HOSPITAL, INC",601 S SEVENTH ST,ONTONAGON,49953,Critical Access Hospitals,26131
43.87826,-85.52119,231323,SPECTRUM HEALTH REED CITY HOSPITAL,"300 N PATTERSON, PO BOX 75",REED CITY,49677,Critical Access Hospitals,26133
45.0354,-84.674744,230133,MUNSON HEALTHCARE OTSEGO MEMORIAL HOSPITAL,825 N CENTER AVE,GAYLORD,49735,Short Term,26137
35.951737,-86.810689,230174,NORTH OTTAWA COMMUNITY HEALTH SYSTEM,1309 SHELDON RD,GRAND HAVEN,49417,Short Term,26139
42.81964,-85.98805,230003,SPECTRUM HEALTH ZEELAND COMMUNITY HOSPITAL,8333 FELCH ST,ZEELAND,49464,Short Term,26139
41.26593,-80.753411,230072,HOLLAND COMMUNITY HOSPITAL,602 MICHIGAN AVE,HOLLAND,49423,Short Term,26139
43.42443,-83.93893,230077,ASCENSION ST MARY'S HOSPITAL,800 S WASHINGTON AVENUE,SAGINAW,48601,Short Term,26145
33.5769,-101.89209,230070,COVENANT MEDICAL CENTER,1447 N HARRISON,SAGINAW,48602,Short Term,26145
43.455147,-84.051106,230275,HEALTHSOURCE SAGINAW,3340 HOSPITAL ROAD,SAGINAW,48603,Short Term,26145
42.95581,-82.43405,230031,LAKE HURON MEDICAL CENTER,2601 ELECTRIC AVENUE,PORT HURON,48060,Short Term,26147
42.78593,-82.48339,230241,ASCENSION RIVER DISTRICT HOSPITAL,4100 RIVER RD,EAST CHINA,48054,Short Term,26147
42.98648,-82.42957,230216,MCLAREN PORT HURON,1221 PINE GROVE AVE,PORT HURON,48060,Short Term,26147
41.93575,-85.64785,230015,THREE RIVERS HEALTH,701 S HEALTH PARKWAY,THREE RIVERS,49093,Short Term,26149
41.79453,-85.40695,230096,STURGIS HOSPITAL,916 MYRTLE AVE,STURGIS,49091,Short Term,26149
43.5281,-82.73375,231311,DECKERVILLE COMMUNITY HOSPITAL,3559 PINE ST,DECKERVILLE,48427,Critical Access Hospitals,26151
43.33252,-83.08059,231330,MARLETTE REGIONAL HOSPITAL,2770 MAIN STREET,MARLETTE,48453,Critical Access Hospitals,26151
43.422364,-82.839977,231314,MCKENZIE HEALTH SYSTEM,120 N DELAWARE STREET,SANDUSKY,48471,Critical Access Hospitals,26151
45.94635,-86.27623,231303,SCHOOLCRAFT MEMORIAL HOSPITAL,7870W US HIGHWAY 2,MANISTIQUE,49854,Critical Access Hospitals,26153
43.00552,-84.18104,230121,MEMORIAL HEALTHCARE,826 WEST KING STREET,OWOSSO,48867,Short Term,26155
43.60434,-83.18227,231316,HILLS & DALES GENERAL HOSPITAL,4675 HILL STREET,CASS CITY,48726,Critical Access Hospitals,26157
43.49295,-83.40772,231329,MCLAREN CARO REGION,401 N HOOPER ST,CARO,48723,Critical Access Hospitals,26157
42.39155,-86.26297,230085,BRONSON SOUTH HAVEN HOSPITAL,955 S BAILEY AVE,SOUTH HAVEN,49090,Short Term,26159
42.22065,-85.89705,231332,BRONSON LAKEVIEW HOSPITAL,408 HAZEN STREET,PAW PAW,49079,Critical Access Hospitals,26159
42.31021,-84.01766,230259,ST JOSEPH MERCY CHELSEA,775 S MAIN ST,CHELSEA,48118,Short Term,26161
42.28476,-83.72766,230046,UNIVERSITY OF MICHIGAN HEALTH SYSTEM,"1500 E MEDICAL CENTER DRIVE, SPC 5474",ANN ARBOR,48109,Short Term,26161
6.82229,-58.1599,230156,ST JOSEPH MERCY HOSPITAL,5301 E HURON RIVER DR,ANN ARBOR,48106,Short Term,26161
26.4963,80.2514,230144,FOREST HEALTH MEDICAL CENTER,135 S PROSPECT ST,YPSILANTI,48198,Short Term,26161
42.562876,-83.152882,233300,CHILDREN'S HOSPITAL OF MICHIGAN,3901 BEAUBIEN STREET,DETROIT,48201,Childrens Hospitals,26163
42.23534,-83.27663,232019,VIBRA HOSPITAL OF SOUTHEASTERN MI-TAYLOR CAMPUS,10000 TELEGRAPH ROAD,TAYLOR,48180,Long Term,26163
42.27355,-83.36477,230142,BEAUMONT HOSPITAL - WAYNE,33155 ANNAPOLIS AVE,WAYNE,48184,Short Term,26163
42.38451,-82.91449,230089,"BEAUMONT HOSPITAL, GROSSE POINTE",468 CADIEUX RD,GROSSE POINTE,48230,Short Term,26163
42.27423,-83.36608,230270,BEAUMONT HOSPITAL - TAYLOR,10000 TELEGRAPH ROAD,TAYLOR,48180,Short Term,26163
42.41864,-83.18106,230024,SINAI-GRACE HOSPITAL,6071 W OUTER DRIVE,DETROIT,48235,Short Term,26163
42.28999,-83.2148,230020,BEAUMONT HOSPITAL - DEARBORN,18101 OAKWOOD BLVD,DEARBORN,48124,Short Term,26163
42.36694,-83.08424,230053,HENRY FORD HOSPITAL,2799 W GRAND BLVD,DETROIT,48202,Short Term,26163
42.20973,-83.14772,230146,HENRY FORD WYANDOTTE HOSPITAL,2333 BIDDLE AVE,WYANDOTTE,48192,Short Term,26163
42.33213,-83.31386,230244,GARDEN CITY HOSPITAL,6245 INKSTER RD,GARDEN CITY,48135,Short Term,26163
42.364511,-83.372523,230002,ST MARY MERCY HOSPITAL,36475 FIVE MILE ROAD,LIVONIA,48154,Short Term,26163
