"id","GEOID","NAME","total_population","male","female","male_50above","female_50above"
"1624","30051","Liberty County, Montana",2280,1146,1134,527,572
"1625","30053","Lincoln County, Montana",19358,9678,9680,5130,5232
"1626","30055","McCone County, Montana",1630,828,802,406,411
"1627","30057","Madison County, Montana",8218,4261,3957,2224,2115
"1628","30059","Meagher County, Montana",1968,966,1002,458,450
"1629","30061","Mineral County, Montana",4211,2135,2076,1187,1082
"1630","30063","Missoula County, Montana",115983,58372,57611,18463,19603
"1631","30065","Musselshell County, Montana",4807,2399,2408,1150,1162
"1632","30067","Park County, Montana",16246,8164,8082,3622,3782
"1633","30069","Petroleum County, Montana",432,229,203,119,109
"1634","30071","Phillips County, Montana",4124,2101,2023,896,1019
"1635","30073","Pondera County, Montana",6044,3003,3041,1202,1283
"1636","30075","Powder River County, Montana",1619,820,799,419,439
"1637","30077","Powell County, Montana",6861,4310,2551,1666,1271
"1638","30079","Prairie County, Montana",1342,673,669,354,331
"1639","30081","Ravalli County, Montana",41902,20822,21080,9794,10499
"1640","30083","Richland County, Montana",11360,5740,5620,2020,1984
"1641","30085","Roosevelt County, Montana",11228,5559,5669,1498,1700
"1642","30087","Rosebud County, Montana",9250,4608,4642,1583,1687
"1643","30089","Sanders County, Montana",11521,5935,5586,3213,3106
"1644","30091","Sheridan County, Montana",3574,1794,1780,783,840
"1645","30093","Silver Bow County, Montana",34814,17588,17226,6717,7117
"1646","30095","Stillwater County, Montana",9410,4693,4717,2191,2140
"1647","30097","Sweet Grass County, Montana",3653,1770,1883,862,1014
"1648","30099","Teton County, Montana",6080,2994,3086,1322,1343
"1649","30101","Toole County, Montana",4976,2824,2152,1066,977
"1650","30103","Treasure County, Montana",777,384,393,201,194
"1651","30105","Valley County, Montana",7532,3730,3802,1613,1713
"1652","30107","Wheatland County, Montana",2149,1079,1070,376,441
"1653","30109","Wibaux County, Montana",1175,561,614,282,230
"1654","30111","Yellowstone County, Montana",157816,77773,80043,26716,30208
"1655","31001","Adams County, Nebraska",31583,15947,15636,5575,6150
"1656","31003","Antelope County, Nebraska",6372,3204,3168,1396,1510
"1657","31005","Arthur County, Nebraska",418,205,213,81,109
"1658","31007","Banner County, Nebraska",696,346,350,156,177
"1659","31009","Blaine County, Nebraska",480,246,234,111,110
"1660","31011","Boone County, Nebraska",5313,2641,2672,1136,1218
"1661","31013","Box Butte County, Nebraska",11089,5472,5617,2238,2278
"1662","31015","Boyd County, Nebraska",2042,1028,1014,537,535
"1663","31017","Brown County, Nebraska",2988,1430,1558,729,795
"1664","31019","Buffalo County, Nebraska",49030,24593,24437,7031,7996
"1665","31021","Burt County, Nebraska",6528,3209,3319,1427,1581
"1666","31023","Butler County, Nebraska",8067,4056,4011,1651,1800
"1667","31025","Cass County, Nebraska",25702,12929,12773,4908,5134
"1668","31027","Cedar County, Nebraska",8523,4329,4194,1806,1877
"1669","31029","Chase County, Nebraska",3734,1865,1869,791,872
"1670","31031","Cherry County, Nebraska",5790,2847,2943,1156,1311
"1671","31033","Cheyenne County, Nebraska",9852,4903,4949,1839,1969
"1672","31035","Clay County, Nebraska",6232,3165,3067,1293,1280
"1673","31037","Colfax County, Nebraska",10760,5870,4890,1610,1605
"1674","31039","Cuming County, Nebraska",8991,4505,4486,1953,1941
"1675","31041","Custer County, Nebraska",10830,5366,5464,2213,2404
"1676","31043","Dakota County, Nebraska",20317,10219,10098,3015,3256
"1677","31045","Dawes County, Nebraska",8896,4571,4325,1516,1614
"1678","31047","Dawson County, Nebraska",23804,12241,11563,3956,4059
"1679","31049","Deuel County, Nebraska",1894,892,1002,424,464
"1680","31051","Dixon County, Nebraska",5746,2884,2862,1160,1214
"1681","31053","Dodge County, Nebraska",36683,18126,18557,6565,7588
"1682","31055","Douglas County, Nebraska",554992,273743,281249,77793,89445
"1683","31057","Dundy County, Nebraska",2023,1013,1010,375,407
"1684","31059","Fillmore County, Nebraska",5574,2782,2792,1267,1361
"1685","31061","Franklin County, Nebraska",3006,1490,1516,752,774
"1686","31063","Frontier County, Nebraska",2609,1326,1283,600,585
"1687","31065","Furnas County, Nebraska",4786,2349,2437,1045,1149
"1688","31067","Gage County, Nebraska",21595,10826,10769,4383,4838
"1689","31069","Garden County, Nebraska",1860,937,923,480,464
"1690","31071","Garfield County, Nebraska",1975,969,1006,500,520
"1691","31073","Gosper County, Nebraska",2015,1000,1015,480,536
"1692","31075","Grant County, Nebraska",718,380,338,163,169
"1693","31077","Greeley County, Nebraska",2410,1207,1203,543,573
"1694","31079","Hall County, Nebraska",61343,30830,30513,9546,10593
"1695","31081","Hamilton County, Nebraska",9178,4564,4614,1790,1947
"1696","31083","Harlan County, Nebraska",3438,1781,1657,874,783
"1697","31085","Hayes County, Nebraska",943,495,448,226,216
"1698","31087","Hitchcock County, Nebraska",2843,1414,1429,638,686
"1699","31089","Holt County, Nebraska",10245,5142,5103,2186,2358
"1700","31091","Hooker County, Nebraska",691,324,367,202,204
"1701","31093","Howard County, Nebraska",6405,3227,3178,1308,1385
"1702","31095","Jefferson County, Nebraska",7188,3486,3702,1554,1729
"1703","31097","Johnson County, Nebraska",5197,3097,2100,1062,982
"1704","31099","Kearney County, Nebraska",6552,3240,3312,1235,1403
"1705","31101","Keith County, Nebraska",8099,4141,3958,1988,1991
"1706","31103","Keya Paha County, Nebraska",792,416,376,176,174
"1707","31105","Kimball County, Nebraska",3667,1855,1812,785,835
"1708","31107","Knox County, Nebraska",8460,4150,4310,1852,2093
"1709","31109","Lancaster County, Nebraska",310094,155699,154395,43729,49351
"1710","31111","Lincoln County, Nebraska",35433,17497,17936,6430,7186
"1711","31113","Logan County, Nebraska",886,462,424,165,178
"1712","31115","Loup County, Nebraska",585,291,294,161,185
"1713","31117","McPherson County, Nebraska",454,241,213,111,125
"1714","31119","Madison County, Nebraska",35164,17490,17674,5951,6563
"1715","31121","Merrick County, Nebraska",7803,3919,3884,1656,1671
"1716","31123","Morrill County, Nebraska",4841,2445,2396,993,1010
"1717","31125","Nance County, Nebraska",3554,1769,1785,753,830
"1718","31127","Nemaha County, Nebraska",7004,3465,3539,1299,1453
"1719","31129","Nuckolls County, Nebraska",4275,2140,2135,998,1116
"1720","31131","Otoe County, Nebraska",15896,7742,8154,2946,3418
"1721","31133","Pawnee County, Nebraska",2676,1277,1399,625,712
"1722","31135","Perkins County, Nebraska",2907,1499,1408,602,650
"1723","31137","Phelps County, Nebraska",9120,4578,4542,1735,2051
"1724","31139","Pierce County, Nebraska",7157,3566,3591,1389,1525
"1725","31141","Platte County, Nebraska",33063,16860,16203,5875,6306
"1726","31143","Polk County, Nebraska",5255,2540,2715,1138,1174
"1727","31145","Red Willow County, Nebraska",10806,5401,5405,2073,2346
"1728","31147","Richardson County, Nebraska",8009,3974,4035,1792,1975
"1729","31149","Rock County, Nebraska",1350,674,676,310,372
"1730","31151","Saline County, Nebraska",14288,7257,7031,2299,2275
"1731","31153","Sarpy County, Nebraska",178351,89176,89175,23956,26658
"1732","31155","Saunders County, Nebraska",21024,10628,10396,4179,4274
"1733","31157","Scotts Bluff County, Nebraska",36255,17575,18680,6314,7557
"1734","31159","Seward County, Nebraska",17127,8726,8401,2981,3199
"1735","31161","Sheridan County, Nebraska",5234,2566,2668,1118,1279
"1736","31163","Sherman County, Nebraska",3042,1527,1515,730,787
"1737","31165","Sioux County, Nebraska",1266,643,623,317,306
"1738","31167","Stanton County, Nebraska",5992,3002,2990,1158,1215
"1739","31169","Thayer County, Nebraska",5098,2545,2553,1160,1249
"1740","31171","Thomas County, Nebraska",645,321,324,115,144
"1741","31173","Thurston County, Nebraska",7140,3545,3595,931,1063
"1742","31175","Valley County, Nebraska",4224,2073,2151,911,983
"1743","31177","Washington County, Nebraska",20219,9911,10308,3838,4205
"1744","31179","Wayne County, Nebraska",9367,4716,4651,1485,1580
"1745","31181","Webster County, Nebraska",3571,1769,1802,765,826
"1746","31183","Wheeler County, Nebraska",822,435,387,195,213
"1747","31185","York County, Nebraska",13799,6693,7106,2526,2951
"1748","32001","Churchill County, Nevada",24010,12138,11872,4583,4803
"1749","32003","Clark County, Nevada",2141574,1069779,1071795,334337,357751
"1750","32005","Douglas County, Nevada",47828,24102,23726,12089,12563
"1751","32007","Elko County, Nevada",52252,27199,25053,7996,7448
"1752","32009","Esmeralda County, Nevada",981,406,575,200,282
"1753","32011","Eureka County, Nevada",1830,921,909,387,398
"1754","32013","Humboldt County, Nevada",16904,8779,8125,2849,2576
"1755","32015","Lander County, Nevada",5746,3347,2399,1133,976
"1756","32017","Lincoln County, Nevada",5174,2673,2501,1111,1105
"1757","32019","Lyon County, Nevada",53155,26757,26398,11334,11273
"1758","32021","Mineral County, Nevada",4448,2205,2243,1119,1114
"1759","32023","Nye County, Nevada",43705,22243,21462,11753,11608
"1760","32027","Pershing County, Nevada",6611,4286,2325,1520,991
"1761","32029","Storey County, Nevada",3941,1963,1978,1116,1054
"1762","32031","Washoe County, Nevada",450486,226751,223735,78105,81634
"1763","32033","White Pine County, Nevada",9737,5704,4033,1962,1703
"1764","32510","Carson City, Nevada",54467,27912,26555,10991,11631
"1765","33001","Belknap County, New Hampshire",60640,29736,30904,13420,14500
"1766","33003","Carroll County, New Hampshire",47840,23845,23995,12254,12954
"1767","33005","Cheshire County, New Hampshire",76263,37221,39042,14923,16591
"1768","33007","Coos County, New Hampshire",32038,16874,15164,7537,7657
"1769","33009","Grafton County, New Hampshire",89811,44161,45650,17858,19578
"1770","33011","Hillsborough County, New Hampshire",411087,204293,206794,73095,80192
"1771","33013","Merrimack County, New Hampshire",149452,73538,75914,28293,32037
"1772","33015","Rockingham County, New Hampshire",305129,151201,153928,60431,65827
"1773","33017","Strafford County, New Hampshire",128237,62703,65534,21043,23521
"1774","33019","Sullivan County, New Hampshire",43125,21411,21714,9127,10022
"1775","34001","Atlantic County, New Jersey",268539,130026,138513,48499,56279
"1776","34003","Bergen County, New Jersey",929999,450784,479215,163638,192716
"1777","34005","Burlington County, New Jersey",446367,219534,226833,79027,92358
"1778","34007","Camden County, New Jersey",507367,245068,262299,81480,98309
"1779","34009","Cape May County, New Jersey",93705,45829,47876,21230,24858
"1780","34011","Cumberland County, New Jersey",153400,78687,74713,23834,27233
"1781","34013","Essex County, New Jersey",793555,381576,411979,114625,141557
"1782","34015","Gloucester County, New Jersey",290852,141229,149623,49358,57204
"1783","34017","Hudson County, New Jersey",668631,332268,336363,85749,102836
"1784","34019","Hunterdon County, New Jersey",125051,62447,62604,26281,28371
"1785","34021","Mercer County, New Jersey",368762,180369,188393,58785,69364
"1786","34023","Middlesex County, New Jersey",826698,407247,419451,131330,151414
"1787","34025","Monmouth County, New Jersey",623387,303154,320233,116483,134452
"1788","34027","Morris County, New Jersey",494383,242484,251899,90370,102517
"1789","34029","Ocean County, New Jersey",591939,285371,306568,111252,137113
"1790","34031","Passaic County, New Jersey",504041,245463,258578,76944,90829
"1791","34033","Salem County, New Jersey",63336,30982,32354,11800,13565
"1792","34035","Somerset County, New Jersey",330176,161296,168880,57636,66405
"1793","34037","Sussex County, New Jersey",142298,70730,71568,28407,30584
"1794","34039","Union County, New Jersey",553066,269450,283616,86144,102135
"1795","34041","Warren County, New Jersey",106293,51936,54357,20442,23247
"1796","35001","Bernalillo County, New Mexico",677692,332271,345421,107917,126538
"1797","35003","Catron County, New Mexico",3539,1930,1609,1321,1175
"1798","35005","Chaves County, New Mexico",65459,32600,32859,10357,11717
"1799","35006","Cibola County, New Mexico",26978,13648,13330,4385,4922
"1800","35007","Colfax County, New Mexico",12353,6309,6044,2926,3098
"1801","35009","Curry County, New Mexico",50199,26109,24090,6446,7348
"1802","35011","De Baca County, New Mexico",2060,1052,1008,421,337
"1803","35013","Do<U+FFFD>a Ana County, New Mexico",215338,105774,109564,31509,36066
"1804","35015","Eddy County, New Mexico",57437,28989,28448,9135,9761
"1805","35017","Grant County, New Mexico",28061,13869,14192,6213,6702
"1806","35019","Guadalupe County, New Mexico",4382,2507,1875,981,880
"1807","35021","Harding County, New Mexico",459,266,193,202,101
"1808","35023","Hidalgo County, New Mexico",4371,2149,2222,898,971
"1809","35025","Lea County, New Mexico",70126,36137,33989,9374,9671
"1810","35027","Lincoln County, New Mexico",19482,9228,10254,4756,5325
"1811","35028","Los Alamos County, New Mexico",18356,9353,9003,3706,3774
"1812","35029","Luna County, New Mexico",24264,12020,12244,4414,4744
"1813","35031","McKinley County, New Mexico",72849,35158,37691,9289,11782
"1814","35033","Mora County, New Mexico",4563,2230,2333,995,1201
"1815","35035","Otero County, New Mexico",65745,33886,31859,11008,11786
"1816","35037","Quay County, New Mexico",8373,3881,4492,1760,1974
"1817","35039","Rio Arriba County, New Mexico",39307,19250,20057,7372,8015
"1818","35041","Roosevelt County, New Mexico",19117,9523,9594,2598,2946
"1819","35043","Sandoval County, New Mexico",140769,68955,71814,24250,27641
"1820","35045","San Juan County, New Mexico",127455,63123,64332,19580,21754
"1821","35047","San Miguel County, New Mexico",28034,14108,13926,5623,6065
"1822","35049","Santa Fe County, New Mexico",148917,72344,76573,30929,35899
"1823","35051","Sierra County, New Mexico",11135,5516,5619,3163,3346
"1824","35053","Socorro County, New Mexico",17000,8799,8201,3190,3481
"1825","35055","Taos County, New Mexico",32888,16076,16812,7314,8366
"1826","35057","Torrance County, New Mexico",15595,8358,7237,3312,3313
"1827","35059","Union County, New Mexico",4175,2302,1873,792,817
"1828","35061","Valencia County, New Mexico",75956,38130,37826,13568,14714
"1829","36001","Albany County, New York",307426,148910,158516,50738,60172
"1830","36003","Allegany County, New York",47025,23755,23270,8871,9235
"1831","36005","Bronx County, New York",1437872,676963,760909,180679,242780
"1832","36007","Broome County, New York",194402,95608,98794,35439,40767
"1833","36009","Cattaraugus County, New York",77686,38491,39195,15189,16267
"1834","36011","Cayuga County, New York",77868,39982,37886,15386,16284
"1835","36013","Chautauqua County, New York",129656,63960,65696,25169,28128
"1836","36015","Chemung County, New York",85740,42556,43184,15865,18092
"1837","36017","Chenango County, New York",48348,24227,24121,10105,10646
"1838","36019","Clinton County, New York",80794,41499,39295,14611,15661
"1839","36021","Columbia County, New York",60919,30495,30424,13775,14693
"1840","36023","Cortland County, New York",48123,23550,24573,8061,8828
"1841","36025","Delaware County, New York",45502,22943,22559,10517,10863
"1842","36027","Dutchess County, New York",293894,146174,147720,55086,60657
"1843","36029","Erie County, New York",919866,444998,474868,161472,193369
"1844","36031","Essex County, New York",37751,19622,18129,8533,8957
"1845","36033","Franklin County, New York",50692,27816,22876,9447,9529
"1846","36035","Fulton County, New York",53743,26847,26896,10606,11604
"1847","36037","Genesee County, New York",58112,29022,29090,11467,12408
"1848","36039","Greene County, New York",47617,24903,22714,10400,10804
"1849","36041","Hamilton County, New York",4575,2347,2228,1306,1302
"1850","36043","Herkimer County, New York",62505,30918,31587,12584,13778
"1851","36045","Jefferson County, New York",114448,59931,54517,15728,17623
"1852","36047","Kings County, New York",2600747,1231912,1368835,341217,445178
"1853","36049","Lewis County, New York",26719,13451,13268,5253,5422
"1854","36051","Livingston County, New York",63907,32050,31857,12070,12879
"1855","36053","Madison County, New York",71359,35252,36107,13716,14733
"1856","36055","Monroe County, New York",744248,359374,384874,126111,149344
"1857","36057","Montgomery County, New York",49426,24265,25161,9079,10246
"1858","36059","Nassau County, New York",1356564,659405,697159,242298,285426
"1859","36061","New York County, New York",1632480,772144,860336,241816,300485
"1860","36063","Niagara County, New York",211704,103127,108577,40764,46693
"1861","36065","Oneida County, New York",230782,115089,115693,42463,47849
"1862","36067","Onondaga County, New York",464242,223995,240247,79461,93365
"1863","36069","Ontario County, New York",109472,53704,55768,21358,24099
"1864","36071","Orange County, New York",378227,189484,188743,59418,66569
"1865","36073","Orleans County, New York",41175,20539,20636,7967,8726
"1866","36075","Oswego County, New York",119104,59648,59456,21844,22927
"1867","36077","Otsego County, New York",60244,29127,31117,11805,13235
"1868","36079","Putnam County, New York",99070,49296,49774,19320,20900
"1869","36081","Queens County, New York",2298513,1114654,1183859,360193,435504
"1870","36083","Rensselaer County, New York",159431,78611,80820,27944,32048
"1871","36085","Richmond County, New York",474101,229424,244677,78560,93878
"1872","36087","Rockland County, New York",323686,158667,165019,50788,59797
"1873","36089","St. Lawrence County, New York",109558,55780,53778,19613,20940
"1874","36091","Saratoga County, New York",227377,112468,114909,42090,47020
"1875","36093","Schenectady County, New York",154883,75453,79430,26540,31469
"1876","36095","Schoharie County, New York",31364,15620,15744,6680,7012
"1877","36097","Schuyler County, New York",17992,8979,9013,3871,4083
"1878","36099","Seneca County, New York",34612,18096,16516,6767,7188
"1879","36101","Steuben County, New York",96927,48397,48530,19024,20490
"1880","36103","Suffolk County, New York",1487901,732269,755632,265139,302120
"1881","36105","Sullivan County, New York",75211,38595,36616,15271,15390
"1882","36107","Tioga County, New York",49045,24264,24781,9987,10975
"1883","36109","Tompkins County, New York",102962,50823,52139,14549,16652
"1884","36111","Ulster County, New York",179303,88774,90529,35535,39333
"1885","36113","Warren County, New York",64480,31698,32782,13670,15253
"1886","36115","Washington County, New York",61828,32002,29826,12520,13167
"1887","36117","Wayne County, New York",90856,44971,45885,17970,19335
"1888","36119","Westchester County, New York",968815,468898,499917,163949,197434
"1889","36121","Wyoming County, New York",40565,21734,18831,8041,7914
"1890","36123","Yates County, New York",25009,11999,13010,4824,5430
"1891","37001","Alamance County, North Carolina",160576,76259,84317,26323,32122
"1892","37003","Alexander County, North Carolina",37119,18942,18177,7224,7752
"1893","37005","Alleghany County, North Carolina",10973,5386,5587,2569,2871
"1894","37007","Anson County, North Carolina",25306,13285,12021,4593,5019
"1895","37009","Ashe County, North Carolina",26786,13168,13618,5902,6727
"1896","37011","Avery County, North Carolina",17501,9488,8013,3620,3705
"1897","37013","Beaufort County, North Carolina",47243,22709,24534,9730,11505
"1898","37015","Bertie County, North Carolina",19644,9895,9749,3920,4799
"1899","37017","Bladen County, North Carolina",33778,16054,17724,6456,7874
"1900","37019","Brunswick County, North Carolina",126860,61281,65579,31642,36178
"1901","37021","Buncombe County, North Carolina",254474,122297,132177,45374,55249
"1902","37023","Burke County, North Carolina",89712,44798,44914,17243,19897
"1903","37025","Cabarrus County, North Carolina",201448,98094,103354,29258,34034
"1904","37027","Caldwell County, North Carolina",81779,40354,41425,15942,17812
"1905","37029","Camden County, North Carolina",10447,5263,5184,1991,2028
"1906","37031","Carteret County, North Carolina",68920,33839,35081,15256,17418
"1907","37033","Caswell County, North Carolina",22746,11393,11353,4645,5360
"1908","37035","Catawba County, North Carolina",156729,76703,80026,27905,31787
"1909","37037","Chatham County, North Carolina",69791,33477,36314,14621,17167
"1910","37039","Cherokee County, North Carolina",27668,13583,14085,6775,7563
"1911","37041","Chowan County, North Carolina",14205,6653,7552,2911,3614
"1912","37043","Clay County, North Carolina",10813,5125,5688,2596,3110
"1913","37045","Cleveland County, North Carolina",97159,46856,50303,17570,20471
"1914","37047","Columbus County, North Carolina",56293,27981,28312,10231,12135
"1915","37049","Craven County, North Carolina",103082,52246,50836,16919,20149
"1916","37051","Cumberland County, North Carolina",332106,165152,166954,40235,50699
"1917","37053","Currituck County, North Carolina",25796,12822,12974,4935,5298
"1918","37055","Dare County, North Carolina",35741,17614,18127,7649,8349
"1919","37057","Davidson County, North Carolina",164664,80508,84156,30262,33993
"1920","37059","Davie County, North Carolina",41991,20374,21617,8366,9582
"1921","37061","Duplin County, North Carolina",59062,28780,30282,10288,12094
"1922","37063","Durham County, North Carolina",306457,146535,159922,40383,50762
"1923","37065","Edgecombe County, North Carolina",53332,24856,28476,9284,12045
"1924","37067","Forsyth County, North Carolina",371573,176337,195236,58339,71778
"1925","37069","Franklin County, North Carolina",64902,32281,32621,11560,12976
"1926","37071","Gaston County, North Carolina",216585,104371,112214,35628,42175
"1927","37073","Gates County, North Carolina",11563,5627,5936,2346,2635
"1928","37075","Graham County, North Carolina",8557,4210,4347,1789,2055
"1929","37077","Granville County, North Carolina",58874,30046,28828,10946,11857
"1930","37079","Greene County, North Carolina",21008,11593,9415,3702,4046
"1931","37081","Guilford County, North Carolina",523582,248019,275563,79456,96307
"1932","37083","Halifax County, North Carolina",51737,24959,26778,9748,11991
"1933","37085","Harnett County, North Carolina",130361,64574,65787,17343,19991
"1934","37087","Haywood County, North Carolina",60433,29220,31213,12916,15099
"1935","37089","Henderson County, North Carolina",113625,54724,58901,24150,28609
"1936","37091","Hertford County, North Carolina",24153,11947,12206,4374,5460
"1937","37093","Hoke County, North Carolina",53239,26320,26919,6324,7343
"1938","37095","Hyde County, North Carolina",5393,2832,2561,928,1051
"1939","37097","Iredell County, North Carolina",172525,84936,87589,29372,32979
"1940","37099","Jackson County, North Carolina",42256,20838,21418,7355,8364
"1941","37101","Johnston County, North Carolina",191172,93865,97307,28531,32474
"1942","37103","Jones County, North Carolina",9695,4828,4867,2042,2408
"1943","37105","Lee County, North Carolina",60125,29225,30900,9883,11455
"1944","37107","Lenoir County, North Carolina",57227,27391,29836,10520,13031
"1945","37109","Lincoln County, North Carolina",81441,40372,41069,15351,16828
"1946","37111","McDowell County, North Carolina",45109,22833,22276,8731,9958
"1947","37113","Macon County, North Carolina",34410,16630,17780,7779,9363
"1948","37115","Madison County, North Carolina",21405,10502,10903,4283,4833
"1949","37117","Martin County, North Carolina",23054,10805,12249,4624,5692
"1950","37119","Mecklenburg County, North Carolina",1054314,506721,547593,133375,162010
"1951","37121","Mitchell County, North Carolina",15040,7400,7640,3241,3749
"1952","37123","Montgomery County, North Carolina",27338,13546,13792,5104,5864
"1953","37125","Moore County, North Carolina",95629,46002,49627,19035,22673
"1954","37127","Nash County, North Carolina",94003,45125,48878,16663,20034
"1955","37129","New Hanover County, North Carolina",224231,107274,116957,36063,44238
"1956","37131","Northampton County, North Carolina",20186,9845,10341,4404,5438
"1957","37133","Onslow County, North Carolina",193912,107681,86231,18152,21709
"1958","37135","Orange County, North Carolina",142938,68187,74751,20678,24327
"1959","37137","Pamlico County, North Carolina",12742,6563,6179,3226,3434
"1960","37139","Pasquotank County, North Carolina",39479,19146,20333,6484,7910
"1961","37141","Pender County, North Carolina",59020,29239,29781,11099,12200
"1962","37143","Perquimans County, North Carolina",13459,6493,6966,3203,3459
"1963","37145","Person County, North Carolina",39305,18989,20316,7484,8711
"1964","37147","Pitt County, North Carolina",177372,83620,93752,22951,28644
"1965","37149","Polk County, North Carolina",20458,9682,10776,4915,5980
"1966","37151","Randolph County, North Carolina",142958,70428,72530,25759,28610
"1967","37153","Richmond County, North Carolina",45189,22124,23065,7912,9109
"1968","37155","Robeson County, North Carolina",133442,64365,69077,20071,24038
"1969","37157","Rockingham County, North Carolina",91270,43989,47281,17777,20846
"1970","37159","Rowan County, North Carolina",139605,69165,70440,25040,27660
"1971","37161","Rutherford County, North Carolina",66532,32258,34274,13009,15107
"1972","37163","Sampson County, North Carolina",63561,31231,32330,10797,12534
"1973","37165","Scotland County, North Carolina",35262,17398,17864,5889,7090
"1974","37167","Stanly County, North Carolina",61114,30445,30669,11241,12740
"1975","37169","Stokes County, North Carolina",45905,22483,23422,9531,10468
"1976","37171","Surry County, North Carolina",72099,34858,37241,13731,15874
"1977","37173","Swain County, North Carolina",14254,6799,7455,2655,2976
"1978","37175","Transylvania County, North Carolina",33513,16045,17468,7900,9215
"1979","37177","Tyrrell County, North Carolina",4119,2365,1754,1039,973
"1980","37179","Union County, North Carolina",226694,111658,115036,33750,36767
"1981","37181","Vance County, North Carolina",44482,20823,23659,7424,9467
"1982","37183","Wake County, North Carolina",1046558,508866,537692,139872,163091
"1983","37185","Warren County, North Carolina",20033,9985,10048,4434,5002
"1984","37187","Washington County, North Carolina",12156,5726,6430,2447,3065
"1985","37189","Watauga County, North Carolina",54117,27145,26972,8349,9199
"1986","37191","Wayne County, North Carolina",124002,60640,63362,19795,23673
"1987","37193","Wilkes County, North Carolina",68460,33719,34741,13780,15472
"1988","37195","Wilson County, North Carolina",81336,38362,42974,13745,17048
"1989","37197","Yadkin County, North Carolina",37665,18666,18999,7320,8241
"1990","37199","Yancey County, North Carolina",17667,8648,9019,3833,4448
"1991","38001","Adams County, North Dakota",2351,1115,1236,506,582
"1992","38003","Barnes County, North Dakota",10836,5430,5406,2354,2428
"1993","38005","Benson County, North Dakota",6886,3529,3357,1071,1048
"1994","38007","Billings County, North Dakota",946,556,390,205,173
"1995","38009","Bottineau County, North Dakota",6589,3457,3132,1475,1467
"1996","38011","Bowman County, North Dakota",3195,1590,1605,625,700
"1997","38013","Burke County, North Dakota",2213,1183,1030,424,345
"1998","38015","Burleigh County, North Dakota",93737,47152,46585,15108,17364
"1999","38017","Cass County, North Dakota",174202,88346,85856,22577,25027
"2000","38019","Cavalier County, North Dakota",3824,1959,1865,936,974
"2001","38021","Dickey County, North Dakota",4970,2450,2520,971,1097
"2002","38023","Divide County, North Dakota",2369,1174,1195,597,705
"2003","38025","Dunn County, North Dakota",4387,2298,2089,950,832
"2004","38027","Eddy County, North Dakota",2313,1085,1228,494,529
"2005","38029","Emmons County, North Dakota",3352,1704,1648,912,869
"2006","38031","Foster County, North Dakota",3290,1616,1674,729,756
"2007","38033","Golden Valley County, North Dakota",1882,892,990,396,439
"2008","38035","Grand Forks County, North Dakota",70400,36536,33864,9384,10283
"2009","38037","Grant County, North Dakota",2380,1205,1175,619,613
"2010","38039","Griggs County, North Dakota",2266,1142,1124,560,580
"2011","38041","Hettinger County, North Dakota",2576,1250,1326,585,583
"2012","38043","Kidder County, North Dakota",2460,1301,1159,569,528
"2013","38045","LaMoure County, North Dakota",4100,2148,1952,994,979
"2014","38047","Logan County, North Dakota",1927,1000,927,528,514
"2015","38049","McHenry County, North Dakota",5927,3034,2893,1223,1239
"2016","38051","McIntosh County, North Dakota",2654,1323,1331,673,782
"2017","38053","McKenzie County, North Dakota",12536,6822,5714,1773,1581
"2018","38055","McLean County, North Dakota",9608,4958,4650,2208,2184
"2019","38057","Mercer County, North Dakota",8570,4406,4164,1868,1829
"2020","38059","Morton County, North Dakota",30544,15753,14791,5336,5617
"2021","38061","Mountrail County, North Dakota",10152,5489,4663,1601,1437
"2022","38063","Nelson County, North Dakota",2920,1485,1435,757,782
"2023","38065","Oliver County, North Dakota",1837,935,902,477,442
"2024","38067","Pembina County, North Dakota",7016,3649,3367,1670,1630
"2025","38069","Pierce County, North Dakota",4210,2115,2095,914,996
"2026","38071","Ramsey County, North Dakota",11557,5886,5671,2365,2379
"2027","38073","Ransom County, North Dakota",5361,2677,2684,1140,1214
"2028","38075","Renville County, North Dakota",2495,1258,1237,487,488
"2029","38077","Richland County, North Dakota",16288,8528,7760,3195,3120
"2030","38079","Rolette County, North Dakota",14603,7218,7385,1993,2189
"2031","38081","Sargent County, North Dakota",3883,2052,1831,900,835
"2032","38083","Sheridan County, North Dakota",1405,723,682,368,381
"2033","38085","Sioux County, North Dakota",4413,2209,2204,507,511
"2034","38087","Slope County, North Dakota",704,353,351,170,189
"2035","38089","Stark County, North Dakota",30876,15864,15012,4727,4874
"2036","38091","Steele County, North Dakota",1910,1001,909,529,440
"2037","38093","Stutsman County, North Dakota",21064,10875,10189,4091,4275
"2038","38095","Towner County, North Dakota",2246,1197,1049,531,544
"2039","38097","Traill County, North Dakota",8019,4077,3942,1562,1648
"2040","38099","Walsh County, North Dakota",10802,5543,5259,2309,2414
"2041","38101","Ward County, North Dakota",69034,35881,33153,8953,10113
"2042","38103","Wells County, North Dakota",4055,2003,2052,1007,1104
"2043","38105","Williams County, North Dakota",34061,18751,15310,4646,4351
"2044","39001","Adams County, Ohio",27878,13950,13928,5273,5491
"2045","39003","Allen County, Ohio",103642,52371,51271,18102,20313
"2046","39005","Ashland County, Ohio",53477,26101,27376,9581,10934
"2047","39007","Ashtabula County, Ohio",98136,49335,48801,18870,20658
